Laron syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
458	GO:BP	GO:0070741	response to interleukin-6	0.0004827112113335	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-6 stimulus."" [GOC:mah]"	36	98	4	15719	0.0408163265306122	0.1111111111111111	query_1	['GO:0034097']	['STAT3', 'RELA', 'NFKB1', 'RIPK1']
54	GO:CC	GO:0030891	VCB complex	0.0004927045336414	True	"""A protein complex that possesses ubiquitin ligase activity; the complex is usually pentameric; for example, in mammals the subunits are pVHL, elongin B, elongin C, cullin-2 (Cul2), and Rbx1."" [GOC:mah, PMID:11865071]"	3	99	2	16420	0.0202020202020202	0.6666666666666666	query_1	['GO:0000153']	['ELOB', 'CUL2']
53	GO:CC	GO:1990452	Parkin-FBXW7-Cul1 ubiquitin ligase complex	0.0004927045336414	True	"""A ubiquitin ligase complex containing Parkin (PARK2), the F-box protein FBXW7 (also called SEL-10) and a cullin from the Cul1 subfamily; substrate specificity is conferred by the F-box protein."" [GOC:bf, GOC:PARL, PMID:12628165]"	3	99	2	16420	0.0202020202020202	0.6666666666666666	query_1	['GO:0000151']	['CUL1', 'FBXW7']
459	GO:BP	GO:0002821	positive regulation of adaptive immune response	0.000497237643528	True	"""Any process that activates or increases the frequency, rate, or extent of an adaptive immune response."" [GOC:add]"	113	98	6	15719	0.0612244897959183	0.0530973451327433	query_1	['GO:0002250', 'GO:0002819', 'GO:0050778']	['TNF', 'FADD', 'MALT1', 'TRAF2', 'MAP3K7', 'TRAF6']
460	GO:BP	GO:0030518	intracellular steroid hormone receptor signaling pathway	0.000497237643528	True	"""The series of molecular signals initiated by a steroid binding to an intracellular steroid hormone receptor."" [GOC:mah, GOC:signaling]"	113	98	6	15719	0.0612244897959183	0.0530973451327433	query_1	['GO:0030522', 'GO:0043401']	['DDRGK1', 'UFL1', 'EP300', 'SKP2', 'UBA5', 'UFM1']
461	GO:BP	GO:0002718	regulation of cytokine production involved in immune response	0.0005199878281076	True	"""Any process that modulates the frequency, rate, or extent of cytokine production that contributes to an immune response."" [GOC:add]"	114	98	6	15719	0.0612244897959183	0.0526315789473684	query_1	['GO:0001817', 'GO:0002367', 'GO:0002700']	['TNF', 'MALT1', 'TRAF2', 'MAP3K7', 'TRAF6', 'BCL10']
462	GO:BP	GO:0002367	cytokine production involved in immune response	0.0005199878281076	True	"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus contributing to an immune response, resulting in an increase in its intracellular or extracellular levels."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	114	98	6	15719	0.0612244897959183	0.0526315789473684	query_1	['GO:0001816', 'GO:0002440', 'GO:0006955']	['TNF', 'MALT1', 'TRAF2', 'MAP3K7', 'TRAF6', 'BCL10']
466	GO:BP	GO:1900371	regulation of purine nucleotide biosynthetic process	0.0005282857870368	True	"""Any process that modulates the frequency, rate or extent of purine nucleotide biosynthetic processes."" [GOC:go_curators, GOC:TermGenie]"	37	98	4	15719	0.0408163265306122	0.1081081081081081	query_1	['GO:0006164', 'GO:0030808', 'GO:1900542']	['PDK4', 'PDK3', 'PDK1', 'PDK2']
463	GO:BP	GO:0002724	regulation of T cell cytokine production	0.0005282857870368	True	"""Any process that modulates the frequency, rate, or extent of T cell cytokine production."" [GOC:add]"	37	98	4	15719	0.0408163265306122	0.1081081081081081	query_1	['GO:0002369', 'GO:0002709', 'GO:0002718']	['MALT1', 'TRAF2', 'MAP3K7', 'TRAF6']
464	GO:BP	GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	0.0005282857870368	True	"""Any process that modulates the frequency, rate or extent of transcription from an RNA polymerase II promoter as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:jl]"	37	98	4	15719	0.0408163265306122	0.1081081081081081	query_1	['GO:0006357', 'GO:0043620']	['VHL', 'HIF1A', 'EPAS1', 'ARNT']
465	GO:BP	GO:0002369	T cell cytokine production	0.0005282857870368	True	"""Any process that contributes to cytokine production by a T cell."" [GOC:add, ISBN:0781735149]"	37	98	4	15719	0.0408163265306122	0.1081081081081081	query_1	['GO:0002367', 'GO:0002456']	['MALT1', 'TRAF2', 'MAP3K7', 'TRAF6']
467	GO:BP	GO:0030808	regulation of nucleotide biosynthetic process	0.0005282857870368	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of nucleotides."" [GOC:mah]"	37	98	4	15719	0.0408163265306122	0.1081081081081081	query_1	['GO:0006140', 'GO:0009165', 'GO:0031326']	['PDK4', 'PDK3', 'PDK1', 'PDK2']
468	GO:BP	GO:0080135	regulation of cellular response to stress	0.0005296717001886	True	"""Any process that modulates the frequency, rate or extent of a cellular response to stress. Cellular response to stress is a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	681	98	14	15719	0.1428571428571428	0.0205580029368575	query_1	['GO:0033554', 'GO:0050794', 'GO:0080134']	['GSK3B', 'CREBBP', 'TRAF3', 'DDRGK1', 'UFL1', 'TNF', 'FAS', 'VHL', 'HIF1A', 'RIPK1', 'EP300', 'TRAF2', 'TRAF6', 'FBXW7']
469	GO:BP	GO:0097194	execution phase of apoptosis	0.0005610563971227	True	"""A stage of the apoptotic process that starts with the controlled breakdown of the cell through the action of effector caspases or other effector molecules (e.g. cathepsins, calpains etc.). Key steps of the execution phase are rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:mtg_apoptosis, PMID:21760595]"	72	98	5	15719	0.0510204081632653	0.0694444444444444	query_1	['GO:0006915', 'GO:0009987']	['SHARPIN', 'CDK5RAP3', 'CASP10', 'CFLAR', 'CASP8']
470	GO:BP	GO:0002761	regulation of myeloid leukocyte differentiation	0.0005630495574394	True	"""Any process that modulates the frequency, rate, or extent of myeloid leukocyte differentiation."" [GOC:add]"	116	98	6	15719	0.0612244897959183	0.0517241379310344	query_1	['GO:0002573', 'GO:0045637', 'GO:1902105']	['TNF', 'FADD', 'RIPK1', 'TRAF6', 'CASP8', 'FBXW7']
471	GO:BP	GO:0042592	homeostatic process	0.0005803452257204	True	"""Any biological process involved in the maintenance of an internal steady state."" [GOC:jl, ISBN:0395825172]"	1586	98	23	15719	0.2346938775510204	0.0145018915510718	query_1	['GO:0008150']	['PDK4', 'CDK5RAP3', 'CREBBP', 'STAT3', 'UFL1', 'METTL21C', 'TNF', 'FAS', 'FADD', 'EGLN1', 'HIF1A', 'EPAS1', 'PDK3', 'ARNT', 'TRAF6', 'DLD', 'PDK2', 'ABHD6', 'FBXW7', 'UBA5', 'BCL10', 'STAT5B', 'PRLR']
55	GO:CC	GO:0043226	organelle	0.0005988211138525	True	"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]"	12969	99	92	16420	0.9292929292929292	0.0070938391549078	query_1	['GO:0110165']	['SNX6', 'SHARPIN', 'EGLN3', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'NFKBIB', 'DLST', 'MAP3K14', 'TRAF3', 'STAT3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'PDHA2', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'DDRGK1', 'UFL1', 'RBX1', 'METTL21C', 'BTRC', 'DBT', 'TNF', 'FAS', 'FADD', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'GH2', 'HIF1A', 'RIPK1', 'SKP1', 'EPAS1', 'ELOC', 'PDK3', 'TRADD', 'FLYWCH1', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'ABHD6', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'PRL', 'CSH2', 'UFM1', 'STAT5B', 'BCKDHA', 'PRLR']
472	GO:BP	GO:0002703	regulation of leukocyte mediated immunity	0.000634958438542	True	"""Any process that modulates the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]"	231	98	8	15719	0.0816326530612244	0.0346320346320346	query_1	['GO:0002443', 'GO:0002697']	['TNF', 'FADD', 'MALT1', 'AHR', 'TRAF2', 'MAP3K7', 'TRAF6', 'STAT5B']
473	GO:BP	GO:0007254	JNK cascade	0.0006486112690851	True	"""An intracellular protein kinase cascade containing at least a JNK (a MAPK), a JNKK (a MAPKK) and a JUN3K (a MAP3K). The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinases in the downstream tier to transmit a signal within a cell."" [GOC:bf, GOC:signaling, PMID:11790549, PMID:20811974]"	172	98	7	15719	0.0714285714285714	0.0406976744186046	query_1	['GO:0051403']	['TRAF3', 'TNF', 'NFKB1', 'RIPK1', 'TRAF2', 'MAP3K7', 'TRAF6']
56	GO:CC	GO:0098796	membrane protein complex	0.000651119802906	True	"""Any protein complex that is part of a membrane."" [GOC:dos]"	1249	99	19	16420	0.1919191919191919	0.0152121697357886	query_1	['GO:0016020', 'GO:0032991']	['SNX6', 'SNX1', 'TRAF3', 'CASP10', 'CHUK', 'IKBKB', 'OS9', 'RNF31', 'FAS', 'FADD', 'RIPK1', 'CFLAR', 'TRADD', 'SOCS2', 'TRAF2', 'TRAF6', 'BIRC2', 'CASP8', 'ABHD6']
474	GO:BP	GO:0010467	gene expression	0.0006530587109835	True	"""The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, translation and maturation for protein-coding genes."" [GOC:txnOH-2018, PMID:25934543, PMID:31580950]"	5541	98	53	15719	0.5408163265306123	0.009565060458401	query_1	['GO:0043170']	['SNX6', 'GCSH', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'NFKBIB', 'TRAF3', 'STAT3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'ELOB', 'DDRGK1', 'UFL1', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'HIF1A', 'RIPK1', 'CFLAR', 'EPAS1', 'ELOC', 'TRADD', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'ARNT', 'AHR', 'IKBKG', 'NSUN6', 'TRAF2', 'MAP3K7', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'NFKBIA', 'CASP8', 'FBXW7', 'BCL10', 'PRL', 'STAT5B']
476	GO:BP	GO:1903025	regulation of RNA polymerase II regulatory region sequence-specific DNA binding	0.0006551165693772	True	"""Any process that modulates the frequency, rate or extent of RNA polymerase II regulatory region sequence-specific DNA binding."" [GO_REF:0000059, GOC:dph, GOC:krc, GOC:TermGenie, PMID:20026326]"	15	98	3	15719	0.0306122448979591	0.2	query_1	['GO:2000677']	['DDRGK1', 'EP300', 'FBXW7']
475	GO:BP	GO:0042976	activation of Janus kinase activity	0.0006551165693772	True	"""The process of introducing a phosphate group to a tyrosine residue of a JAK (Janus Activated Kinase) protein, thereby activating it."" [GOC:jl, PMID:12479803]"	15	98	3	15719	0.0306122448979591	0.2	query_1	['GO:0018108', 'GO:0032147', 'GO:0046427']	['GH1', 'GHR', 'PRLR']
477	GO:BP	GO:0043549	regulation of kinase activity	0.0006649488544642	True	"""Any process that modulates the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:bf]"	697	98	14	15719	0.1428571428571428	0.0200860832137733	query_1	['GO:0042325', 'GO:0051338']	['SNX6', 'CDK5RAP3', 'HSP90AB1', 'TAB2', 'TNF', 'MALT1', 'TAB1', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'TRAF6', 'FBXW7', 'PRLR']
478	GO:BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.0006655344614378	True	"""Any process that modulates the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]"	173	98	7	15719	0.0714285714285714	0.0404624277456647	query_1	['GO:0002460', 'GO:0002819']	['TNF', 'FADD', 'MALT1', 'AHR', 'TRAF2', 'MAP3K7', 'TRAF6']
154	REAC	REAC:R-HSA-109581	Apoptosis	0.0006772553652104	True	Apoptosis	176	92	8	10022	0.0869565217391304	0.0454545454545454	query_1	['REAC:R-HSA-5357801']	['STAT3', 'FAS', 'FADD', 'RIPK1', 'TRADD', 'TRAF2', 'BIRC2', 'CASP8']
57	GO:CC	GO:0098802	plasma membrane signaling receptor complex	0.0006852590832546	True	"""Any protein complex that is part of the plasma membrane and which functions as a signaling receptor."" [GOC:dos]"	256	99	8	16420	0.0808080808080808	0.03125	query_1	['GO:0043235', 'GO:0098797']	['TRAF3', 'CHUK', 'IKBKB', 'RNF31', 'TRAF2', 'TRAF6', 'BIRC2', 'ABHD6']
156	REAC	REAC:R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	0.0007002236474216	True	GLI3 is processed to GLI3R by the proteasome	60	92	5	10022	0.0543478260869565	0.0833333333333333	query_1	['REAC:R-HSA-5610787']	['GSK3B', 'RBX1', 'BTRC', 'SKP1', 'CUL1']
155	REAC	REAC:R-HSA-5610783	Degradation of GLI2 by the proteasome	0.0007002236474216	True	Degradation of GLI2 by the proteasome	60	92	5	10022	0.0543478260869565	0.0833333333333333	query_1	['REAC:R-HSA-5610787']	['GSK3B', 'RBX1', 'BTRC', 'SKP1', 'CUL1']
479	GO:BP	GO:0010648	negative regulation of cell communication	0.000717028018864	True	"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1287	98	20	15719	0.2040816326530612	0.0155400155400155	query_1	['GO:0007154', 'GO:0010646', 'GO:0048523']	['SNX6', 'GSK3B', 'CDK5RAP3', 'HSP90AB1', 'RELA', 'DDRGK1', 'UFL1', 'RBX1', 'BTRC', 'TNF', 'VHL', 'HIF1A', 'RIPK1', 'CFLAR', 'SOCS2', 'FBXW11', 'NFKBIA', 'CASP8', 'ABHD6', 'FBXW7']
480	GO:BP	GO:0023057	negative regulation of signaling	0.0007231767167269	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1288	98	20	15719	0.2040816326530612	0.015527950310559	query_1	['GO:0023051', 'GO:0023052', 'GO:0048519']	['SNX6', 'GSK3B', 'CDK5RAP3', 'HSP90AB1', 'RELA', 'DDRGK1', 'UFL1', 'RBX1', 'BTRC', 'TNF', 'VHL', 'HIF1A', 'RIPK1', 'CFLAR', 'SOCS2', 'FBXW11', 'NFKBIA', 'CASP8', 'ABHD6', 'FBXW7']
481	GO:BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	0.0007627682981997	True	"""Any process that activates or increases the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine."" [GOC:ai]"	177	98	7	15719	0.0714285714285714	0.03954802259887	query_1	['GO:0001934', 'GO:0018108', 'GO:0050730']	['TNFRSF1A', 'TNF', 'GH2', 'GH1', 'GHR', 'FBXW7', 'CSH2']
482	GO:BP	GO:0043507	positive regulation of JUN kinase activity	0.0007700509607442	True	"""Any process that activates or increases the frequency, rate or extent of JUN kinase activity."" [GOC:jl]"	41	98	4	15719	0.0408163265306122	0.0975609756097561	query_1	['GO:0043406', 'GO:0043506']	['TNF', 'TRAF2', 'MAP3K7', 'TRAF6']
483	GO:BP	GO:0065007	biological regulation	0.0007795401887524	True	"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	10874	98	84	15719	0.8571428571428571	0.0077248482619091	query_1	['GO:0008150']	['SNX6', 'SHARPIN', 'EGLN3', 'PDK4', 'MAP3K8', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'NFKBIB', 'MAP3K14', 'TRAF3', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'ELOB', 'OS9', 'DDRGK1', 'UFL1', 'RBX1', 'METTL21C', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'GH2', 'HIF1A', 'RIPK1', 'SKP1', 'CFLAR', 'EPAS1', 'ELOC', 'PDK3', 'TRADD', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'ABHD6', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'BCL10', 'PRL', 'CSH2', 'UFM1', 'STAT5B', 'PRLR']
488	GO:BP	GO:0023035	CD40 signaling pathway	0.0007813581922204	True	"""The series of molecular signals initiated by the binding of the cell surface receptor CD40 to one of its physiological ligands, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mtg_signal, GOC:signaling, PMID:11348017]"	16	98	3	15719	0.0306122448979591	0.1875	query_1	['GO:0007166']	['SHARPIN', 'RNF31', 'TNIP2']
484	GO:BP	GO:0050862	positive regulation of T cell receptor signaling pathway	0.0007813581922204	True	"""Any process that activates or increases the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a T cell."" [GOC:ai]"	16	98	3	15719	0.0306122448979591	0.1875	query_1	['GO:0050852', 'GO:0050856', 'GO:0050857']	['RELA', 'IKBKG', 'BCL10']
485	GO:BP	GO:0045651	positive regulation of macrophage differentiation	0.0007813581922204	True	"""Any process that activates or increases the frequency, rate or extent of macrophage differentiation."" [GOC:go_curators]"	16	98	3	15719	0.0306122448979591	0.1875	query_1	['GO:0002763', 'GO:0030225', 'GO:0045649']	['FADD', 'RIPK1', 'CASP8']
486	GO:BP	GO:1902107	positive regulation of leukocyte differentiation	0.0007813581922204	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte differentiation."" [GOC:add, GOC:TermGenie]"	178	98	7	15719	0.0714285714285714	0.0393258426966292	query_1	['GO:0002521', 'GO:1902105', 'GO:1903708']	['TNF', 'FADD', 'RIPK1', 'MALT1', 'TRAF6', 'CASP8', 'STAT5B']
487	GO:BP	GO:0042994	cytoplasmic sequestering of transcription factor	0.0007813581922204	True	"""The selective interaction of a transcription factor with specific molecules in the cytoplasm, thereby inhibiting its translocation into the nucleus."" [GOC:jl]"	16	98	3	15719	0.0306122448979591	0.1875	query_1	['GO:0043433', 'GO:0051220']	['NFKBIE', 'NFKBIB', 'NFKBIA']
489	GO:BP	GO:1903708	positive regulation of hemopoiesis	0.0007813581922204	True	"""Any process that activates or increases the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]"	178	98	7	15719	0.0714285714285714	0.0393258426966292	query_1	['GO:0002684', 'GO:0010720', 'GO:0030097', 'GO:0051240', 'GO:1903706']	['TNF', 'FADD', 'RIPK1', 'MALT1', 'TRAF6', 'CASP8', 'STAT5B']
490	GO:BP	GO:0002720	positive regulation of cytokine production involved in immune response	0.0007868073498343	True	"""Any process that activates or increases the frequency, rate, or extent of cytokine production that contributes to an immune response."" [GOC:add]"	78	98	5	15719	0.0510204081632653	0.0641025641025641	query_1	['GO:0001819', 'GO:0002367', 'GO:0002702', 'GO:0002718']	['MALT1', 'TRAF2', 'MAP3K7', 'TRAF6', 'BCL10']
58	GO:CC	GO:0098562	cytoplasmic side of membrane	0.0008057151651033	True	"""The side of a membrane that faces the cytoplasm."" [GOC:dos]"	197	99	7	16420	0.0707070707070707	0.0355329949238578	query_1	['GO:0098552']	['TRAF3', 'CHUK', 'IKBKB', 'RNF31', 'TRAF2', 'TRAF6', 'BIRC2']
158	REAC	REAC:R-HSA-3371568	Attenuation phase	0.0008171190630956	True	Attenuation phase	14	92	3	10022	0.0326086956521739	0.2142857142857142	query_1	['REAC:R-HSA-3371571']	['CREBBP', 'HSP90AB1', 'EP300']
157	REAC	REAC:R-HSA-8983432	Interleukin-15 signaling	0.0008171190630956	True	Interleukin-15 signaling	14	92	3	10022	0.0326086956521739	0.2142857142857142	query_1	['REAC:R-HSA-451927']	['STAT3', 'STAT5A', 'STAT5B']
491	GO:BP	GO:0071560	cellular response to transforming growth factor beta stimulus	0.0008421868436075	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transforming growth factor beta stimulus."" [GOC:ecd, PMID:15451575]"	242	98	8	15719	0.0816326530612244	0.0330578512396694	query_1	['GO:0071363', 'GO:0071559']	['SNX6', 'CREBBP', 'STAT3', 'HSP90AB1', 'CFLAR', 'EP300', 'TAB1', 'MAP3K7']
492	GO:BP	GO:0006366	transcription by RNA polymerase II	0.0008434469552192	True	"""The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."" [GOC:jl, GOC:txnOH, ISBN:0321000382]"	2450	98	30	15719	0.3061224489795918	0.0122448979591836	query_1	['GO:0006351']	['CDK5RAP3', 'CREBBP', 'STAT3', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'ELOB', 'DDRGK1', 'TNF', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'HIF1A', 'RIPK1', 'EPAS1', 'ELOC', 'NFKB2', 'EP300', 'ARNT', 'AHR', 'IKBKG', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'NFKBIA', 'STAT5B']
493	GO:BP	GO:0006470	protein dephosphorylation	0.0008629305172325	True	"""The process of removing one or more phosphoric residues from a protein."" [GOC:hb]"	243	98	8	15719	0.0816326530612244	0.0329218106995884	query_1	['GO:0016311', 'GO:0036211']	['PPM1K', 'GSK3B', 'HSP90AB1', 'IKBKB', 'BTRC', 'TNF', 'FBXW11', 'TAB1']
494	GO:BP	GO:0019915	lipid storage	0.0008800432592232	True	"""The accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."" [GOC:dph, GOC:mah, GOC:tb, PMID:11102830]"	80	98	5	15719	0.0510204081632653	0.0625	query_1	['GO:0010876', 'GO:0051235']	['TNF', 'NFKB1', 'NFKBIA', 'FBXW7', 'STAT5B']
59	GO:CC	GO:0031467	Cul7-RING ubiquitin ligase complex	0.0008849856262014	True	"""A ubiquitin ligase complex in which a cullin from the Cul7 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by a Skp1 linker and an F-box protein."" [PMID:15571813, PMID:15688063]"	4	99	2	16420	0.0202020202020202	0.5	query_1	['GO:0031461']	['RBX1', 'SKP1']
60	GO:CC	GO:0030905	retromer, tubulation complex	0.0008849856262014	True	"""The dimeric subcomplex of the retromer, believed to be peripherally associated with the membrane. This dimeric complex is responsible for remodelling endosomal membranes to form a tube-structure to which cargo molecules are selected for recycling. The budding yeast complex comprises Vps5p and Vps17p, and may contain multiple copies of a Vps5p/Vps17p dimer. The mammalian complex contains SNX1 or SNX2 dimerized with SNX5 or SNX6."" [GOC:bf, PMID:26220253, PMID:9700157]"	4	99	2	16420	0.0202020202020202	0.5	query_1	['GO:0030904', 'GO:0098796']	['SNX6', 'SNX1']
495	GO:BP	GO:0010628	positive regulation of gene expression	0.0009031891612669	True	"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	1105	98	18	15719	0.1836734693877551	0.0162895927601809	query_1	['GO:0010467', 'GO:0010468', 'GO:0010604']	['GSK3B', 'STAT3', 'CHUK', 'RELA', 'DDRGK1', 'TNF', 'FADD', 'HIF1A', 'RIPK1', 'MALT1', 'EP300', 'ARNT', 'TRAF2', 'MAP3K7', 'TRAF6', 'CASP8', 'BCL10', 'STAT5B']
496	GO:BP	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	0.000905629955771	True	"""Any process that modulates the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine."" [GOC:ai]"	245	98	8	15719	0.0816326530612244	0.0326530612244898	query_1	['GO:0001932', 'GO:0018108']	['SNX6', 'TNFRSF1A', 'TNF', 'GH2', 'GH1', 'GHR', 'FBXW7', 'CSH2']
497	GO:BP	GO:0043410	positive regulation of MAPK cascade	0.000905629955771	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade."" [GOC:go_curators]"	464	98	11	15719	0.1122448979591836	0.0237068965517241	query_1	['GO:0000165', 'GO:0043408', 'GO:1902533']	['TRAF3', 'TNF', 'RIPK1', 'CFLAR', 'TAB1', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'TRAF6', 'FBXW7']
498	GO:BP	GO:1901550	regulation of endothelial cell development	0.000918268665346	True	"""Any process that modulates the frequency, rate or extent of endothelial cell development."" [GOC:pr, GOC:TermGenie, PMID:19470579]"	17	98	3	15719	0.0306122448979591	0.1764705882352941	query_1	['GO:0001885', 'GO:0045601', 'GO:0060284']	['TNFRSF1A', 'IKBKB', 'TNF']
499	GO:BP	GO:2000345	regulation of hepatocyte proliferation	0.000918268665346	True	"""Any process that modulates the frequency, rate or extent of hepatocyte proliferation."" [GOC:BHF, GOC:mah]"	17	98	3	15719	0.0306122448979591	0.1764705882352941	query_1	['GO:0050678', 'GO:0072574']	['TNF', 'CFLAR', 'FBXW7']
500	GO:BP	GO:1903140	regulation of establishment of endothelial barrier	0.000918268665346	True	"""Any process that modulates the frequency, rate or extent of establishment of endothelial barrier."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:24851274]"	17	98	3	15719	0.0306122448979591	0.1764705882352941	query_1	['GO:0061028', 'GO:1901550']	['TNFRSF1A', 'IKBKB', 'TNF']
503	GO:BP	GO:0010921	regulation of phosphatase activity	0.000918268665346	True	"""Any process that modulates the rate or frequency of phosphatase activity. Phosphatases catalyze the hydrolysis of phosphoric monoesters, releasing inorganic phosphate."" [GOC:BHF, GOC:dph, GOC:tb]"	81	98	5	15719	0.0510204081632653	0.0617283950617283	query_1	['GO:0035303', 'GO:0051336']	['GSK3B', 'CDK5RAP3', 'HSP90AB1', 'IKBKB', 'TNF']
