Representing term id	Representing term name	Representing term rank	93932 term id	93932 term name	93932 term rank	920 term id	920 term name	920 term rank	909 term id	909 term name	909 term rank	904 term id	904 term name	904 term rank	90348 term id	90348 term name	90348 term rank	90324 term id	90324 term name	90324 term rank	90322 term id	90322 term name	90322 term rank	90321 term id	90321 term name	90321 term rank	902 term id	902 term name	902 term rank	90154 term id	90154 term name	90154 term rank	90153 term id	90153 term name	90153 term rank	897 term id	897 term name	897 term rank	895 term id	895 term name	895 term rank	894 term id	894 term name	894 term rank	808 term id	808 term name	808 term rank	79477 term id	79477 term name	79477 term rank	79476 term id	79476 term name	79476 term rank	79474 term id	79474 term name	79474 term rank	79333 term id	79333 term name	79333 term rank	79325 term id	79325 term name	79325 term rank	79087 term id	79087 term name	79087 term rank	769 term id	769 term name	769 term rank	758 term id	758 term name	758 term rank	75496 term id	75496 term name	75496 term rank	740 term id	740 term name	740 term rank	633 term id	633 term name	633 term rank	500 term id	500 term name	500 term rank	498359 term id	498359 term name	498359 term rank	487825 term id	487825 term name	487825 term rank	477 term id	477 term name	477 term rank	435628 term id	435628 term name	435628 term rank	412057 term id	412057 term name	412057 term rank	363618 term id	363618 term name	363618 term rank	357074 term id	357074 term name	357074 term rank	3455 term id	3455 term name	3455 term rank	3437 term id	3437 term name	3437 term rank	33445 term id	33445 term name	33445 term rank	33364 term id	33364 term name	33364 term rank	3322 term id	3322 term name	3322 term rank	3163 term id	3163 term name	3163 term rank	3051 term id	3051 term name	3051 term rank	2963 term id	2963 term name	2963 term rank	287 term id	287 term name	287 term rank	286 term id	286 term name	286 term rank	2834 term id	2834 term name	2834 term rank	280679 term id	280679 term name	280679 term rank	280365 term id	280365 term name	280365 term rank	2658 term id	2658 term name	2658 term rank	263534 term id	263534 term name	263534 term rank	263487 term id	263487 term name	263487 term rank	2500 term id	2500 term name	2500 term rank	220295 term id	220295 term name	220295 term rank	2078 term id	2078 term name	2078 term rank	2067 term id	2067 term name	2067 term rank	1942 term id	1942 term name	1942 term rank	1901 term id	1901 term name	1901 term rank	1860 term id	1860 term name	1860 term rank	1807 term id	1807 term name	1807 term rank	1775 term id	1775 term name	1775 term rank	163746 term id	163746 term name	163746 term rank	1387 term id	1387 term name	1387 term rank	137608 term id	137608 term name	137608 term rank	1340 term id	1340 term name	1340 term rank	1299 term id	1299 term name	1299 term rank	1297 term id	1297 term name	1297 term rank	101028 term id	101028 term name	101028 term rank	100 term id	100 term name	100 term rank
																																				REAC:R-HSA-9700645	ALK mutants bind TKIs	216	REAC:R-HSA-9700645	ALK mutants bind TKIs	204																																																																																																																												REAC:R-HSA-9700645	ALK mutants bind TKIs	123																																				
																																																																																																																					REAC:R-HSA-5339716	Signaling by GSK3beta mutants	127																																																																																				
																																																																																																																					REAC:R-HSA-5358752	CTNNB1 T41 mutants aren't phosphorylated	128																																																																																				
																																																																																																																					REAC:R-HSA-5358749	CTNNB1 S37 mutants aren't phosphorylated	129																																																																																				
																																																																																																																					REAC:R-HSA-5358747	CTNNB1 S33 mutants aren't phosphorylated	130																																																																																				
																																																																																																																					REAC:R-HSA-4839743	Signaling by CTNNB1 phospho-site mutants	131																																																																																				
																																																																																																																					REAC:R-HSA-5358751	CTNNB1 S45 mutants aren't phosphorylated	132																																																																																				
																																																																																																																					REAC:R-HSA-5467337	APC truncation mutants have impaired AXIN binding	159																																																																																				
																																																																																																																					REAC:R-HSA-5467340	AXIN missense mutants destabilize the destruction complex	160																																																																																				
																																																																																																																					REAC:R-HSA-5467348	Truncations of AMER1 destabilize the destruction complex	161																																																																																				
																																																																																																																					REAC:R-HSA-4839744	Signaling by APC mutants	162																																																																																				
																																																																																																																					REAC:R-HSA-4839748	Signaling by AMER1 mutants	163																																																																																				
																																																																																																																					REAC:R-HSA-4839735	Signaling by AXIN mutants	164																																																																																				
																																																																																																																		REAC:R-HSA-8851708	Signaling by FGFR2 IIIa TM	234																																																																																							
																																																																																																																		REAC:R-HSA-1839126	FGFR2 mutant receptor activation	255																																																																																							
REAC:R-HSA-194315	Signaling by Rho GTPases	3
			REAC:R-HSA-194315	Signaling by Rho GTPases	142							REAC:R-HSA-194315	Signaling by Rho GTPases	153	REAC:R-HSA-194315	Signaling by Rho GTPases	139																			REAC:R-HSA-194315	Signaling by Rho GTPases	100	REAC:R-HSA-194315	Signaling by Rho GTPases	144																			REAC:R-HSA-194315	Signaling by Rho GTPases	81	REAC:R-HSA-194315	Signaling by Rho GTPases	138	REAC:R-HSA-194315	Signaling by Rho GTPases	136	REAC:R-HSA-194315	Signaling by Rho GTPases	92										REAC:R-HSA-194315	Signaling by Rho GTPases	100	REAC:R-HSA-194315	Signaling by Rho GTPases	3				REAC:R-HSA-194315	Signaling by Rho GTPases	142													REAC:R-HSA-194315	Signaling by Rho GTPases	172													REAC:R-HSA-194315	Signaling by Rho GTPases	17				REAC:R-HSA-194315	Signaling by Rho GTPases	40	REAC:R-HSA-194315	Signaling by Rho GTPases	177	REAC:R-HSA-194315	Signaling by Rho GTPases	77										REAC:R-HSA-194315	Signaling by Rho GTPases	93	REAC:R-HSA-194315	Signaling by Rho GTPases	169				REAC:R-HSA-194315	Signaling by Rho GTPases	77				REAC:R-HSA-194315	Signaling by Rho GTPases	20							REAC:R-HSA-194315	Signaling by Rho GTPases	41	REAC:R-HSA-194315	Signaling by Rho GTPases	20																REAC:R-HSA-194315	Signaling by Rho GTPases	94	REAC:R-HSA-194315	Signaling by Rho GTPases	173									
			REAC:R-HSA-9012999	RHO GTPase cycle	122							REAC:R-HSA-9012999	RHO GTPase cycle	150	REAC:R-HSA-9012999	RHO GTPase cycle	138																			REAC:R-HSA-9012999	RHO GTPase cycle	111	REAC:R-HSA-9012999	RHO GTPase cycle	164																			REAC:R-HSA-9012999	RHO GTPase cycle	87	REAC:R-HSA-9012999	RHO GTPase cycle	137	REAC:R-HSA-9012999	RHO GTPase cycle	131	REAC:R-HSA-9012999	RHO GTPase cycle	69										REAC:R-HSA-9012999	RHO GTPase cycle	133	REAC:R-HSA-9012999	RHO GTPase cycle	9				REAC:R-HSA-9012999	RHO GTPase cycle	124				REAC:R-HSA-9012999	RHO GTPase cycle	206				REAC:R-HSA-9012999	RHO GTPase cycle	65	REAC:R-HSA-9012999	RHO GTPase cycle	153													REAC:R-HSA-9012999	RHO GTPase cycle	14				REAC:R-HSA-9012999	RHO GTPase cycle	25	REAC:R-HSA-9012999	RHO GTPase cycle	171	REAC:R-HSA-9012999	RHO GTPase cycle	69	REAC:R-HSA-9012999	RHO GTPase cycle	63							REAC:R-HSA-9012999	RHO GTPase cycle	80							REAC:R-HSA-9012999	RHO GTPase cycle	69				REAC:R-HSA-9012999	RHO GTPase cycle	16	REAC:R-HSA-9012999	RHO GTPase cycle	56				REAC:R-HSA-9012999	RHO GTPase cycle	30	REAC:R-HSA-9012999	RHO GTPase cycle	19																REAC:R-HSA-9012999	RHO GTPase cycle	116												
						REAC:R-HSA-195258	RHO GTPase Effectors	162																												REAC:R-HSA-195258	RHO GTPase Effectors	265	REAC:R-HSA-195258	RHO GTPase Effectors	255							REAC:R-HSA-195258	RHO GTPase Effectors	202	REAC:R-HSA-195258	RHO GTPase Effectors	202																												REAC:R-HSA-195258	RHO GTPase Effectors	228	REAC:R-HSA-195258	RHO GTPase Effectors	34																									REAC:R-HSA-195258	RHO GTPase Effectors	202							REAC:R-HSA-195258	RHO GTPase Effectors	158				REAC:R-HSA-195258	RHO GTPase Effectors	171																			REAC:R-HSA-195258	RHO GTPase Effectors	166										REAC:R-HSA-195258	RHO GTPase Effectors	178							REAC:R-HSA-195258	RHO GTPase Effectors	223	REAC:R-HSA-195258	RHO GTPase Effectors	131	REAC:R-HSA-195258	RHO GTPase Effectors	162													REAC:R-HSA-195258	RHO GTPase Effectors	259	REAC:R-HSA-195258	RHO GTPase Effectors	204									
			REAC:R-HSA-9013149	RAC1 GTPase cycle	174							REAC:R-HSA-9013149	RAC1 GTPase cycle	229	REAC:R-HSA-9013149	RAC1 GTPase cycle	271																			REAC:R-HSA-9013149	RAC1 GTPase cycle	236	REAC:R-HSA-9013149	RAC1 GTPase cycle	267																						REAC:R-HSA-9013149	RAC1 GTPase cycle	266	REAC:R-HSA-9013149	RAC1 GTPase cycle	200													REAC:R-HSA-9013149	RAC1 GTPase cycle	229	REAC:R-HSA-9013149	RAC1 GTPase cycle	37				REAC:R-HSA-9013149	RAC1 GTPase cycle	175													REAC:R-HSA-9013149	RAC1 GTPase cycle	228													REAC:R-HSA-9013149	RAC1 GTPase cycle	38				REAC:R-HSA-9013149	RAC1 GTPase cycle	46	REAC:R-HSA-9013149	RAC1 GTPase cycle	260	REAC:R-HSA-9013149	RAC1 GTPase cycle	176										REAC:R-HSA-9013149	RAC1 GTPase cycle	98							REAC:R-HSA-9013149	RAC1 GTPase cycle	176				REAC:R-HSA-9013149	RAC1 GTPase cycle	35							REAC:R-HSA-9013149	RAC1 GTPase cycle	51	REAC:R-HSA-9013149	RAC1 GTPase cycle	45																REAC:R-HSA-9013149	RAC1 GTPase cycle	230												
			REAC:R-HSA-9013420	RHOU GTPase cycle	196							REAC:R-HSA-9013420	RHOU GTPase cycle	205	REAC:R-HSA-9013420	RHOU GTPase cycle	197																			REAC:R-HSA-9013420	RHOU GTPase cycle	173	REAC:R-HSA-9013420	RHOU GTPase cycle	198																						REAC:R-HSA-9013420	RHOU GTPase cycle	194	REAC:R-HSA-9013420	RHOU GTPase cycle	197	REAC:R-HSA-9013420	RHOU GTPase cycle	63										REAC:R-HSA-9013420	RHOU GTPase cycle	191	REAC:R-HSA-9013420	RHOU GTPase cycle	162				REAC:R-HSA-9013420	RHOU GTPase cycle	196										REAC:R-HSA-9013420	RHOU GTPase cycle	61	REAC:R-HSA-9013420	RHOU GTPase cycle	160													REAC:R-HSA-9013420	RHOU GTPase cycle	99				REAC:R-HSA-9013420	RHOU GTPase cycle	108	REAC:R-HSA-9013420	RHOU GTPase cycle	259	REAC:R-HSA-9013420	RHOU GTPase cycle	142	REAC:R-HSA-9013420	RHOU GTPase cycle	60																REAC:R-HSA-9013420	RHOU GTPase cycle	142				REAC:R-HSA-9013420	RHOU GTPase cycle	132	REAC:R-HSA-9013420	RHOU GTPase cycle	39	REAC:R-HSA-9013420	RHOU GTPase cycle	119	REAC:R-HSA-9013420	RHOU GTPase cycle	91	REAC:R-HSA-9013420	RHOU GTPase cycle	123																REAC:R-HSA-9013420	RHOU GTPase cycle	221	REAC:R-HSA-9013420	RHOU GTPase cycle	297									
			REAC:R-HSA-9013407	RHOH GTPase cycle	232										REAC:R-HSA-9013407	RHOH GTPase cycle	269																			REAC:R-HSA-9013407	RHOH GTPase cycle	273																									REAC:R-HSA-9013407	RHOH GTPase cycle	264	REAC:R-HSA-9013407	RHOH GTPase cycle	300													REAC:R-HSA-9013407	RHOH GTPase cycle	344	REAC:R-HSA-9013407	RHOH GTPase cycle	298				REAC:R-HSA-9013407	RHOH GTPase cycle	233																												REAC:R-HSA-9013407	RHOH GTPase cycle	293				REAC:R-HSA-9013407	RHOH GTPase cycle	273				REAC:R-HSA-9013407	RHOH GTPase cycle	277										REAC:R-HSA-9013407	RHOH GTPase cycle	41	REAC:R-HSA-9013407	RHOH GTPase cycle	261				REAC:R-HSA-9013407	RHOH GTPase cycle	277				REAC:R-HSA-9013407	RHOH GTPase cycle	295							REAC:R-HSA-9013407	RHOH GTPase cycle	280	REAC:R-HSA-9013407	RHOH GTPase cycle	171																REAC:R-HSA-9013407	RHOH GTPase cycle	360												
																																																REAC:R-HSA-5625970	RHO GTPases activate KTN1	95	REAC:R-HSA-5625970	RHO GTPases activate KTN1	95																															REAC:R-HSA-5625970	RHO GTPases activate KTN1	42																									REAC:R-HSA-5625970	RHO GTPases activate KTN1	95																															REAC:R-HSA-5625970	RHO GTPases activate KTN1	71																																																									
			REAC:R-HSA-9013408	RHOG GTPase cycle	228							REAC:R-HSA-9013408	RHOG GTPase cycle	241	REAC:R-HSA-9013408	RHOG GTPase cycle	244																			REAC:R-HSA-9013408	RHOG GTPase cycle	251	REAC:R-HSA-9013408	RHOG GTPase cycle	242																						REAC:R-HSA-9013408	RHOG GTPase cycle	239	REAC:R-HSA-9013408	RHOG GTPase cycle	278													REAC:R-HSA-9013408	RHOG GTPase cycle	318	REAC:R-HSA-9013408	RHOG GTPase cycle	43				REAC:R-HSA-9013408	RHOG GTPase cycle	227													REAC:R-HSA-9013408	RHOG GTPase cycle	244													REAC:R-HSA-9013408	RHOG GTPase cycle	104				REAC:R-HSA-9013408	RHOG GTPase cycle	74	REAC:R-HSA-9013408	RHOG GTPase cycle	235	REAC:R-HSA-9013408	RHOG GTPase cycle	113										REAC:R-HSA-9013408	RHOG GTPase cycle	42							REAC:R-HSA-9013408	RHOG GTPase cycle	113				REAC:R-HSA-9013408	RHOG GTPase cycle	113							REAC:R-HSA-9013408	RHOG GTPase cycle	123	REAC:R-HSA-9013408	RHOG GTPase cycle	79																REAC:R-HSA-9013408	RHOG GTPase cycle	331												
			REAC:R-HSA-8980692	RHOA GTPase cycle	283																																																																															REAC:R-HSA-8980692	RHOA GTPase cycle	157				REAC:R-HSA-8980692	RHOA GTPase cycle	287										REAC:R-HSA-8980692	RHOA GTPase cycle	71																REAC:R-HSA-8980692	RHOA GTPase cycle	237													REAC:R-HSA-8980692	RHOA GTPase cycle	70							REAC:R-HSA-8980692	RHOA GTPase cycle	87													REAC:R-HSA-8980692	RHOA GTPase cycle	283							REAC:R-HSA-8980692	RHOA GTPase cycle	272																						REAC:R-HSA-8980692	RHOA GTPase cycle	194									
																																																																																				REAC:R-HSA-9013148	CDC42 GTPase cycle	87																																		REAC:R-HSA-9013148	CDC42 GTPase cycle	155				REAC:R-HSA-9013148	CDC42 GTPase cycle	159																REAC:R-HSA-9013148	CDC42 GTPase cycle	70													REAC:R-HSA-9013148	CDC42 GTPase cycle	164							REAC:R-HSA-9013148	CDC42 GTPase cycle	190	REAC:R-HSA-9013148	CDC42 GTPase cycle	160																			REAC:R-HSA-9013148	CDC42 GTPase cycle	270									
			REAC:R-HSA-9013405	RHOD GTPase cycle	216				REAC:R-HSA-9013405	RHOD GTPase cycle	93	REAC:R-HSA-9013405	RHOD GTPase cycle	216	REAC:R-HSA-9013405	RHOD GTPase cycle	216																			REAC:R-HSA-9013405	RHOD GTPase cycle	190																						REAC:R-HSA-9013405	RHOD GTPase cycle	75	REAC:R-HSA-9013405	RHOD GTPase cycle	213	REAC:R-HSA-9013405	RHOD GTPase cycle	213													REAC:R-HSA-9013405	RHOD GTPase cycle	246							REAC:R-HSA-9013405	RHOD GTPase cycle	216																																					REAC:R-HSA-9013405	RHOD GTPase cycle	209	REAC:R-HSA-9013405	RHOD GTPase cycle	228																			REAC:R-HSA-9013405	RHOD GTPase cycle	228																																		REAC:R-HSA-9013405	RHOD GTPase cycle	245												
			REAC:R-HSA-9013404	RAC2 GTPase cycle	149							REAC:R-HSA-9013404	RAC2 GTPase cycle	209	REAC:R-HSA-9013404	RAC2 GTPase cycle	262																REAC:R-HSA-9013404	RAC2 GTPase cycle	144	REAC:R-HSA-9013404	RAC2 GTPase cycle	207	REAC:R-HSA-9013404	RAC2 GTPase cycle	257																						REAC:R-HSA-9013404	RAC2 GTPase cycle	257	REAC:R-HSA-9013404	RAC2 GTPase cycle	174													REAC:R-HSA-9013404	RAC2 GTPase cycle	199	REAC:R-HSA-9013404	RAC2 GTPase cycle	90				REAC:R-HSA-9013404	RAC2 GTPase cycle	148													REAC:R-HSA-9013404	RAC2 GTPase cycle	203													REAC:R-HSA-9013404	RAC2 GTPase cycle	101				REAC:R-HSA-9013404	RAC2 GTPase cycle	122	REAC:R-HSA-9013404	RAC2 GTPase cycle	251	REAC:R-HSA-9013404	RAC2 GTPase cycle	153																			REAC:R-HSA-9013404	RAC2 GTPase cycle	153				REAC:R-HSA-9013404	RAC2 GTPase cycle	104							REAC:R-HSA-9013404	RAC2 GTPase cycle	114	REAC:R-HSA-9013404	RAC2 GTPase cycle	130																REAC:R-HSA-9013404	RAC2 GTPase cycle	203												
																																																																																	REAC:R-HSA-9013424	RHOV GTPase cycle	345	REAC:R-HSA-9013424	RHOV GTPase cycle	201																			REAC:R-HSA-9013424	RHOV GTPase cycle	272													REAC:R-HSA-9013424	RHOV GTPase cycle	111				REAC:R-HSA-9013424	RHOV GTPase cycle	136				REAC:R-HSA-9013424	RHOV GTPase cycle	202																			REAC:R-HSA-9013424	RHOV GTPase cycle	202				REAC:R-HSA-9013424	RHOV GTPase cycle	157							REAC:R-HSA-9013424	RHOV GTPase cycle	198	REAC:R-HSA-9013424	RHOV GTPase cycle	150																														
																																																																																				REAC:R-HSA-9013406	RHOQ GTPase cycle	118																																																																																																																					
																														REAC:R-HSA-9013418	RHOBTB2 GTPase cycle	137																									REAC:R-HSA-9013418	RHOBTB2 GTPase cycle	168																																					REAC:R-HSA-9013418	RHOBTB2 GTPase cycle	156										REAC:R-HSA-9013418	RHOBTB2 GTPase cycle	121																												REAC:R-HSA-9013418	RHOBTB2 GTPase cycle	146										REAC:R-HSA-9013418	RHOBTB2 GTPase cycle	168																																					REAC:R-HSA-9013418	RHOBTB2 GTPase cycle	249												
			REAC:R-HSA-9013409	RHOJ GTPase cycle	253																																																																															REAC:R-HSA-9013409	RHOJ GTPase cycle	176				REAC:R-HSA-9013409	RHOJ GTPase cycle	256																												REAC:R-HSA-9013409	RHOJ GTPase cycle	129				REAC:R-HSA-9013409	RHOJ GTPase cycle	184																															REAC:R-HSA-9013409	RHOJ GTPase cycle	149							REAC:R-HSA-9013409	RHOJ GTPase cycle	185	REAC:R-HSA-9013409	RHOJ GTPase cycle	161																			REAC:R-HSA-9013409	RHOJ GTPase cycle	226									
						REAC:R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	186																			REAC:R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	131													REAC:R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	239	REAC:R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	169																																								REAC:R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	244																									REAC:R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	243							REAC:R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	286																						REAC:R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	228							REAC:R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	187																REAC:R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	186																REAC:R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	246							REAC:R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	131
																														REAC:R-HSA-9706574	RHOBTB GTPase Cycle	164																									REAC:R-HSA-9706574	RHOBTB GTPase Cycle	181																																					REAC:R-HSA-9706574	RHOBTB GTPase Cycle	173										REAC:R-HSA-9706574	RHOBTB GTPase Cycle	135																												REAC:R-HSA-9706574	RHOBTB GTPase Cycle	158										REAC:R-HSA-9706574	RHOBTB GTPase Cycle	181																																					REAC:R-HSA-9706574	RHOBTB GTPase Cycle	266												
						REAC:R-HSA-5625740	RHO GTPases activate PKNs	209																			REAC:R-HSA-5625740	RHO GTPases activate PKNs	142													REAC:R-HSA-5625740	RHO GTPases activate PKNs	255	REAC:R-HSA-5625740	RHO GTPases activate PKNs	186																																								REAC:R-HSA-5625740	RHO GTPases activate PKNs	264																									REAC:R-HSA-5625740	RHO GTPases activate PKNs	263							REAC:R-HSA-5625740	RHO GTPases activate PKNs	315																						REAC:R-HSA-5625740	RHO GTPases activate PKNs	250							REAC:R-HSA-5625740	RHO GTPases activate PKNs	202																REAC:R-HSA-5625740	RHO GTPases activate PKNs	209																REAC:R-HSA-5625740	RHO GTPases activate PKNs	200							REAC:R-HSA-5625740	RHO GTPases activate PKNs	142
															REAC:R-HSA-5626467	RHO GTPases activate IQGAPs	261																			REAC:R-HSA-5626467	RHO GTPases activate IQGAPs	266	REAC:R-HSA-5626467	RHO GTPases activate IQGAPs	256																						REAC:R-HSA-5626467	RHO GTPases activate IQGAPs	256	REAC:R-HSA-5626467	RHO GTPases activate IQGAPs	295													REAC:R-HSA-5626467	RHO GTPases activate IQGAPs	335																						REAC:R-HSA-5626467	RHO GTPases activate IQGAPs	261																									REAC:R-HSA-5626467	RHO GTPases activate IQGAPs	269													REAC:R-HSA-5626467	RHO GTPases activate IQGAPs	170				REAC:R-HSA-5626467	RHO GTPases activate IQGAPs	269																																		REAC:R-HSA-5626467	RHO GTPases activate IQGAPs	350	REAC:R-HSA-5626467	RHO GTPases activate IQGAPs	175									
			REAC:R-HSA-9013026	RHOB GTPase cycle	267																																																																															REAC:R-HSA-9013026	RHOB GTPase cycle	274				REAC:R-HSA-9013026	RHOB GTPase cycle	271																												REAC:R-HSA-9013026	RHOB GTPase cycle	271																																																																						REAC:R-HSA-9013026	RHOB GTPase cycle	174									
																																																																																				REAC:R-HSA-9013106	RHOC GTPase cycle	228																																																																																																										REAC:R-HSA-9013106	RHOC GTPase cycle	178									
			REAC:R-HSA-9696273	RND1 GTPase cycle	199										REAC:R-HSA-9696273	RND1 GTPase cycle	273																			REAC:R-HSA-9696273	RND1 GTPase cycle	210	REAC:R-HSA-9696273	RND1 GTPase cycle	268																						REAC:R-HSA-9696273	RND1 GTPase cycle	268	REAC:R-HSA-9696273	RND1 GTPase cycle	237													REAC:R-HSA-9696273	RND1 GTPase cycle	282							REAC:R-HSA-9696273	RND1 GTPase cycle	199				REAC:R-HSA-9696273	RND1 GTPase cycle	188																						REAC:R-HSA-9696273	RND1 GTPase cycle	239							REAC:R-HSA-9696273	RND1 GTPase cycle	261	REAC:R-HSA-9696273	RND1 GTPase cycle	280																			REAC:R-HSA-9696273	RND1 GTPase cycle	280				REAC:R-HSA-9696273	RND1 GTPase cycle	303							REAC:R-HSA-9696273	RND1 GTPase cycle	235																			REAC:R-HSA-9696273	RND1 GTPase cycle	285												
			REAC:R-HSA-9013423	RAC3 GTPase cycle	214							REAC:R-HSA-9013423	RAC3 GTPase cycle	213	REAC:R-HSA-9013423	RAC3 GTPase cycle	264																			REAC:R-HSA-9013423	RAC3 GTPase cycle	214	REAC:R-HSA-9013423	RAC3 GTPase cycle	263																						REAC:R-HSA-9013423	RAC3 GTPase cycle	260	REAC:R-HSA-9013423	RAC3 GTPase cycle	242													REAC:R-HSA-9013423	RAC3 GTPase cycle	284	REAC:R-HSA-9013423	RAC3 GTPase cycle	216				REAC:R-HSA-9013423	RAC3 GTPase cycle	213													REAC:R-HSA-9013423	RAC3 GTPase cycle	266													REAC:R-HSA-9013423	RAC3 GTPase cycle	244				REAC:R-HSA-9013423	RAC3 GTPase cycle	267	REAC:R-HSA-9013423	RAC3 GTPase cycle	253	REAC:R-HSA-9013423	RAC3 GTPase cycle	273																			REAC:R-HSA-9013423	RAC3 GTPase cycle	273				REAC:R-HSA-9013423	RAC3 GTPase cycle	226							REAC:R-HSA-9013423	RAC3 GTPase cycle	239																			REAC:R-HSA-9013423	RAC3 GTPase cycle	288												
			REAC:R-HSA-9696270	RND2 GTPase cycle	243																															REAC:R-HSA-9696270	RND2 GTPase cycle	213	REAC:R-HSA-9696270	RND2 GTPase cycle	270																									REAC:R-HSA-9696270	RND2 GTPase cycle	304													REAC:R-HSA-9696270	RND2 GTPase cycle	357	REAC:R-HSA-9696270	RND2 GTPase cycle	302				REAC:R-HSA-9696270	RND2 GTPase cycle	244				REAC:R-HSA-9696270	RND2 GTPase cycle	261																						REAC:R-HSA-9696270	RND2 GTPase cycle	243				REAC:R-HSA-9696270	RND2 GTPase cycle	280																															REAC:R-HSA-9696270	RND2 GTPase cycle	248							REAC:R-HSA-9696270	RND2 GTPase cycle	286																			REAC:R-HSA-9696270	RND2 GTPase cycle	372												
																																				REAC:R-HSA-5663220	RHO GTPases Activate Formins	246	REAC:R-HSA-5663220	RHO GTPases Activate Formins	238																																											REAC:R-HSA-5663220	RHO GTPases Activate Formins	275																																																																																																																					
			REAC:R-HSA-9696264	RND3 GTPase cycle	300																															REAC:R-HSA-9696264	RND3 GTPase cycle	277																												REAC:R-HSA-9696264	RND3 GTPase cycle	302													REAC:R-HSA-9696264	RND3 GTPase cycle	355	REAC:R-HSA-9696264	RND3 GTPase cycle	301				REAC:R-HSA-9696264	RND3 GTPase cycle	302				REAC:R-HSA-9696264	RND3 GTPase cycle	257																						REAC:R-HSA-9696264	RND3 GTPase cycle	238				REAC:R-HSA-9696264	RND3 GTPase cycle	278																															REAC:R-HSA-9696264	RND3 GTPase cycle	302							REAC:R-HSA-9696264	RND3 GTPase cycle	283																			REAC:R-HSA-9696264	RND3 GTPase cycle	368												
																																																																																				REAC:R-HSA-5625900	RHO GTPases activate CIT	266																																																																																																																					
			REAC:R-HSA-9035034	RHOF GTPase cycle	301																															REAC:R-HSA-9035034	RHOF GTPase cycle	276																												REAC:R-HSA-9035034	RHOF GTPase cycle	303													REAC:R-HSA-9035034	RHOF GTPase cycle	354							REAC:R-HSA-9035034	RHOF GTPase cycle	303																												REAC:R-HSA-9035034	RHOF GTPase cycle	298																																					REAC:R-HSA-9035034	RHOF GTPase cycle	301							REAC:R-HSA-9035034	RHOF GTPase cycle	284																			REAC:R-HSA-9035034	RHOF GTPase cycle	367												
																																																																																	REAC:R-HSA-5668599	RHO GTPases Activate NADPH Oxidases	315																																																																																																										REAC:R-HSA-5668599	RHO GTPases Activate NADPH Oxidases	327												
REAC:R-HSA-977443	GABA receptor activation	3
																																																																																													REAC:R-HSA-977443	GABA receptor activation	3																																																																																																												
REAC:R-HSA-8949215	Mitochondrial calcium ion transport	3
																																																																																																																																																																																																						REAC:R-HSA-8949215	Mitochondrial calcium ion transport	3			
REAC:R-HSA-5358351	Signaling by Hedgehog	4
																		REAC:R-HSA-5358351	Signaling by Hedgehog	174										REAC:R-HSA-5358351	Signaling by Hedgehog	4																REAC:R-HSA-5358351	Signaling by Hedgehog	316	REAC:R-HSA-5358351	Signaling by Hedgehog	316				REAC:R-HSA-5358351	Signaling by Hedgehog	191																			REAC:R-HSA-5358351	Signaling by Hedgehog	160																REAC:R-HSA-5358351	Signaling by Hedgehog	67										REAC:R-HSA-5358351	Signaling by Hedgehog	129	REAC:R-HSA-5358351	Signaling by Hedgehog	316																									REAC:R-HSA-5358351	Signaling by Hedgehog	163							REAC:R-HSA-5358351	Signaling by Hedgehog	52	REAC:R-HSA-5358351	Signaling by Hedgehog	191																																																			
																														REAC:R-HSA-5358346	Hedgehog ligand biogenesis	12																																																																																																																			REAC:R-HSA-5358346	Hedgehog ligand biogenesis	67																																																						
																														REAC:R-HSA-5635838	Activation of SMO	14																																																																																																																			REAC:R-HSA-5635838	Activation of SMO	81																																																						
																																																																																													REAC:R-HSA-164378	PKA activation in glucagon signalling	104	REAC:R-HSA-164378	PKA activation in glucagon signalling	15																																																																																																									
																														REAC:R-HSA-5632684	Hedgehog 'on' state	17																																																																												REAC:R-HSA-5632684	Hedgehog 'on' state	211																																					REAC:R-HSA-5632684	Hedgehog 'on' state	101																																																						
