Unnamed: 0	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections	seeds	diseases
142	GO:BP	GO:0071786	endoplasmic reticulum tubular network organization	0.000378814868048	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the endoplasmic reticulum (ER) tubular network. The ER tubular network is the ER part that that has membranes with high curvature in cross-section."" [GOC:vw, PMID:16469703, PMID:20434336]"	18	142	4	15719	0.028169014084507	0.2222222222222222	query_1	['GO:0007029']	['RAB10', 'RAB3GAP2', 'RAB18', 'RAB3GAP1']	['RAB3GAP2', 'RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome', 'Cataract-intellectual disability-hypogonadism syndrome']
143	GO:BP	GO:0061157	mRNA destabilization	0.0004154468381319	True	"""Any process that decreases the stability of an mRNA molecule, making it more vulnerable to degradative processes. Messenger RNA is the intermediate molecule between DNA and protein. It includes UTR and coding sequences. It does not contain introns."" [GOC:dph, GOC:jh]"	92	142	7	15719	0.0492957746478873	0.0760869565217391	query_1	['GO:0017148', 'GO:0043488', 'GO:0050779', 'GO:0061014']	['AGO2', 'ZFP36', 'MOV10', 'TNRC6C', 'TNRC6B', 'AGO3', 'TNRC6A']	0	0
84	GO:CC	GO:0120025	plasma membrane bounded cell projection	0.0004360636657328	True	"""A prolongation or process extending from a cell and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]"	2125	141	35	16420	0.2482269503546099	0.0164705882352941	query_1	['GO:0042995']	['RAB10', 'RAB8A', 'AURKA', 'STXBP1', 'EEA1', 'GDI1', 'SNAP25', 'SYT1', 'AGO2', 'RIN3', 'EHD1', 'PSEN1', 'BACE1', 'NTRK1', 'RAB3A', 'RAB13', 'STX1A', 'BMX', 'RAB5A', 'NGF', 'RAB3IP', 'RAB35', 'RAB22A', 'EHD3', 'SIRT2', 'VAMP2', 'PEX19', 'HTT', 'TPX2', 'RABGEF1', 'APP', 'RAB34', 'APBA3', 'NGFR', 'RILP']	0	0
144	GO:BP	GO:0033059	cellular pigmentation	0.0004590261008978	True	"""The deposition or aggregation of coloring matter in a cell."" [GOC:mtg_MIT_16mar07]"	63	142	6	15719	0.0422535211267605	0.0952380952380952	query_1	['GO:0009987', 'GO:0043473']	['RAB32', 'RAB38', 'RAB1A', 'HPS1', 'HPS4', 'SHROOM3']	0	0
145	GO:BP	GO:0097494	regulation of vesicle size	0.0004635076064539	True	"""Any process that modulates the size of a vesicle."" [GOC:pm, PMID:20007772]"	19	142	4	15719	0.028169014084507	0.2105263157894736	query_1	['GO:0032535']	['RIN3', 'RAB5A', 'RAB22A', 'RILP']	0	0
146	GO:BP	GO:1903232	melanosome assembly	0.0004635076064539	True	"""The aggregation, arrangement and bonding together of a set of components to form a melanosome, a tissue-specific, membrane-bounded cytoplasmic organelle within which melanin pigments are synthesized and stored."" [GO_REF:0000079, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:22511774]"	19	142	4	15719	0.028169014084507	0.2105263157894736	query_1	['GO:0032438', 'GO:0070925']	['RAB32', 'RAB38', 'HPS1', 'HPS4']	0	0
85	GO:CC	GO:0098794	postsynapse	0.0004921968242952	True	"""The part of a synapse that is part of the post-synaptic cell."" [GOC:dos]"	630	141	16	16420	0.1134751773049645	0.0253968253968253	query_1	['GO:0045202', 'GO:0110165']	['RAB8A', 'AURKA', 'STXBP1', 'EEA1', 'SNAP25', 'PSEN1', 'RAB3A', 'STX1A', 'RAB5A', 'RAB4A', 'MECP2', 'HTT', 'APP', 'APBA3', 'NGFR', 'RAB3GAP1']	['RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome']
147	GO:BP	GO:0007040	lysosome organization	0.0004951702889973	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a lysosome. A lysosome is a cytoplasmic, membrane-bounded organelle that is found in most animal cells and that contains a variety of hydrolases."" [GOC:mah]"	95	142	7	15719	0.0492957746478873	0.0736842105263157	query_1	['GO:0080171']	['RAB39A', 'RAB14', 'RAB7A', 'HPS1', 'TMEM9', 'RAB34', 'HPS4']	0	0
148	GO:BP	GO:0080171	lytic vacuole organization	0.0004951702889973	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a lytic vacuole."" [PMID:20729380]"	95	142	7	15719	0.0492957746478873	0.0736842105263157	query_1	['GO:0007033']	['RAB39A', 'RAB14', 'RAB7A', 'HPS1', 'TMEM9', 'RAB34', 'HPS4']	0	0
149	GO:BP	GO:0099011	neuronal dense core vesicle exocytosis	0.0005018651003359	True	"""The secretion of molecules (e.g. neuropeptides, insulin-related peptides or neuromodulators such as serotonin and dopamine) contained within a neuronal dense core vesicle by fusion of the granule with the plasma membrane of a neuron in response to increased cytosolic calcium levels."" [GOC:kmv, PMID:17553987, PMID:24653208]"	7	142	3	15719	0.0211267605633802	0.4285714285714285	query_1	['GO:1990504']	['STXBP1', 'SNAP25', 'RAB3A']	0	0
150	GO:BP	GO:0061014	positive regulation of mRNA catabolic process	0.0005196632119793	True	"""Any process that increases the rate, frequency, or extent of a mRNA catabolic process, the chemical reactions and pathways resulting in the breakdown of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	96	142	7	15719	0.0492957746478873	0.0729166666666666	query_1	['GO:0006402', 'GO:0031331', 'GO:0061013', 'GO:1903313']	['AGO2', 'ZFP36', 'MOV10', 'TNRC6C', 'TNRC6B', 'AGO3', 'TNRC6A']	0	0
151	GO:BP	GO:0050779	RNA destabilization	0.0005196632119793	True	"""Any process that decreases the stability of an RNA molecule, making it more vulnerable to degradative processes."" [GOC:ai]"	96	142	7	15719	0.0492957746478873	0.0729166666666666	query_1	['GO:0006401', 'GO:0031331', 'GO:0043487', 'GO:0051254']	['AGO2', 'ZFP36', 'MOV10', 'TNRC6C', 'TNRC6B', 'AGO3', 'TNRC6A']	0	0
156	GO:BP	GO:0072662	protein localization to peroxisome	0.0005386840682334	True	"""A process in which a protein is transported to, or maintained at, a location in a peroxisome."" [GOC:ecd]"	20	142	4	15719	0.028169014084507	0.2	query_1	['GO:0007031', 'GO:0033365']	['PEX16', 'RAB8B', 'PEX19', 'PEX3']	0	0
155	GO:BP	GO:0072663	establishment of protein localization to peroxisome	0.0005386840682334	True	"""The directed movement of a protein to a specific location in a peroxisome."" [GOC:mah]"	20	142	4	15719	0.028169014084507	0.2	query_1	['GO:0072594', 'GO:0072662']	['PEX16', 'RAB8B', 'PEX19', 'PEX3']	0	0
154	GO:BP	GO:0017148	negative regulation of translation	0.0005386840682334	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of proteins by the translation of mRNA or circRNA."" [GOC:isa_complete]"	173	142	9	15719	0.0633802816901408	0.0520231213872832	query_1	['GO:0006412', 'GO:0006417', 'GO:0010558', 'GO:0010629', 'GO:0031327', 'GO:0034249', 'GO:0051248']	['AGO2', 'ZFP36', 'MOV10', 'AGO1', 'TNRC6C', 'TNRC6B', 'AGO3', 'TNRC6A', 'AGO4']	0	0
153	GO:BP	GO:0006625	protein targeting to peroxisome	0.0005386840682334	True	"""The process of directing proteins towards the peroxisome, usually using signals contained within the protein."" [GOC:ai]"	20	142	4	15719	0.028169014084507	0.2	query_1	['GO:0006605', 'GO:0043574', 'GO:0072663']	['PEX16', 'RAB8B', 'PEX19', 'PEX3']	0	0
152	GO:BP	GO:0016082	synaptic vesicle priming	0.0005386840682334	True	"""A process that converts synaptic vesicles to a state of competence for calcium triggered fusion with the active zone membrane by bringing the two membranes into very close proximity. Priming typically (but not always) occurs after docking (Jahn and Fasshauer, 2012). Primed vesicles are also capable of spontaneously fusing with the active zone membrane."" [GOC:mah, PMID:15217342, PMID:23060190]"	20	142	4	15719	0.028169014084507	0.2	query_1	['GO:0016079', 'GO:0065003', 'GO:0140029']	['STXBP1', 'SNAP25', 'RAB3A', 'STX1A']	0	0
86	GO:CC	GO:0005783	endoplasmic reticulum	0.0005444136755924	True	"""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]"	1888	141	32	16420	0.226950354609929	0.0169491525423728	query_1	['GO:0005737', 'GO:0012505', 'GO:0043231']	['RAB10', 'SORT1', 'PEX16', 'APH1A', 'ELOVL2', 'RAB32', 'RAB38', 'RAB6A', 'RAB14', 'PSEN1', 'BACE1', 'NCSTN', 'RAB3GAP2', 'MTDH', 'KTN1', 'NAT8', 'ANKLE2', 'PSENEN', 'RAB1A', 'PTDSS1', 'APH1B', 'PIGW', 'RAB18', 'GOLM1', 'SLC27A2', 'RAB1B', 'RHOG', 'HTT', 'PEX3', 'APP', 'RAB3GAP1', 'ABCD1']	['RAB3GAP2', 'PTDSS1', 'RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome', 'Lenz-Majewski hyperostotic dwarfism', 'Cataract-intellectual disability-hypogonadism syndrome']
87	GO:CC	GO:0000323	lytic vacuole	0.0005838552252894	True	"""A vacuole that is maintained at an acidic pH and which contains degradative enzymes, including a wide variety of acid hydrolases."" [GOC:krc]"	710	141	17	16420	0.1205673758865248	0.0239436619718309	query_1	['GO:0005773']	['GDI2', 'GGA3', 'SORT1', 'RAB39A', 'RAB38', 'RAB14', 'PSEN1', 'BACE1', 'NCSTN', 'RAB3A', 'RAB7A', 'HPS1', 'RAB5C', 'TMEM9', 'HPS4', 'RILP', 'ABCD1']	0	0
88	GO:CC	GO:0005764	lysosome	0.0005838552252894	True	"""A small lytic vacuole that has cell cycle-independent morphology found in most animal cells and that contains a variety of hydrolases, most of which have their maximal activities in the pH range 5-6. The contained enzymes display latency if properly isolated. About 40 different lysosomal hydrolases are known and lysosomes have a great variety of morphologies and functions."" [GOC:mah, ISBN:0198506732]"	710	141	17	16420	0.1205673758865248	0.0239436619718309	query_1	['GO:0000323']	['GDI2', 'GGA3', 'SORT1', 'RAB39A', 'RAB38', 'RAB14', 'PSEN1', 'BACE1', 'NCSTN', 'RAB3A', 'RAB7A', 'HPS1', 'RAB5C', 'TMEM9', 'HPS4', 'RILP', 'ABCD1']	0	0
90	GO:CC	GO:0030658	transport vesicle membrane	0.000584750517566	True	"""The lipid bilayer surrounding a transport vesicle."" [GOC:mah]"	222	141	9	16420	0.0638297872340425	0.0405405405405405	query_1	['GO:0030133', 'GO:0030659', 'GO:0098588']	['SYT1', 'RAB5B', 'RAB3A', 'STX1A', 'RAB5A', 'RAB7A', 'RAB1A', 'RAB35', 'VAMP2']	0	0
89	GO:CC	GO:0060198	clathrin-sculpted vesicle	0.000584750517566	True	"""A clathrin-sculpted lipid bilayer membrane-enclosed vesicle after clathrin release."" [GOC:dph]"	12	141	3	16420	0.0212765957446808	0.25	query_1	['GO:0030136']	['SYT1', 'RAB3A', 'VAMP2']	0	0
55	REAC	REAC:R-HSA-9018519	Estrogen-dependent gene expression	0.0005994755356898	True	Estrogen-dependent gene expression	147	124	9	10022	0.0725806451612903	0.0612244897959183	query_1	['REAC:R-HSA-8939211']	['AGO2', 'MOV10', 'AGO1', 'GPAM', 'TNRC6C', 'TNRC6B', 'AGO3', 'TNRC6A', 'AGO4']	0	0
56	REAC	REAC:R-HSA-9013407	RHOH GTPase cycle	0.0006002155764612	True	RHOH GTPase cycle	37	124	5	10022	0.0403225806451612	0.1351351351351351	query_1	['REAC:R-HSA-9012999']	['ARHGDIB', 'ARHGDIG', 'RAB7A', 'RHOH', 'ARHGDIA']	0	0
157	GO:BP	GO:0051590	positive regulation of neurotransmitter transport	0.0006565947529117	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of a neurotransmitter into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	21	142	4	15719	0.028169014084507	0.1904761904761904	query_1	['GO:0006836', 'GO:0051050', 'GO:0051588']	['STXBP1', 'SYT1', 'STX1A', 'RAB3GAP1']	['RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome']
158	GO:BP	GO:0051128	regulation of cellular component organization	0.0006661238018054	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	2347	142	40	15719	0.2816901408450704	0.0170430336599914	query_1	['GO:0016043', 'GO:0050794']	['GDI2', 'ARHGDIB', 'AURKA', 'STXBP1', 'GDI1', 'SNAP25', 'SYT1', 'RIN3', 'EHD1', 'RAB5B', 'PSEN1', 'RAB8B', 'NTRK1', 'RAB3A', 'RAB3GAP2', 'STX1A', 'RAB5A', 'NGF', 'RAB7A', 'MOV10', 'RBSN', 'RAB4A', 'RAB5C', 'RAB3IP', 'MECP2', 'RAB31', 'RHOH', 'EHD3', 'TMEM102', 'RAB1B', 'RUFY1', 'RHOG', 'EHD2', 'SIRT2', 'HTT', 'TPX2', 'RABGEF1', 'APP', 'RAB3GAP1', 'ARHGDIA']	['RAB3GAP2', 'RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome', 'Cataract-intellectual disability-hypogonadism syndrome']
159	GO:BP	GO:0051049	regulation of transport	0.000692401932387	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	1690	142	32	15719	0.2253521126760563	0.0189349112426035	query_1	['GO:0006810', 'GO:0032879']	['RAB10', 'RAB8A', 'STXBP1', 'GDI1', 'SNAP25', 'SYT1', 'RIN3', 'EHD1', 'RAB5B', 'PSEN1', 'RAB8B', 'RAB23', 'RAB3A', 'RAB13', 'STX1A', 'RAB5A', 'RAB7A', 'RAB4A', 'RAB5C', 'RAB31', 'EHD3', 'TMEM102', 'RUFY1', 'EHD2', 'VAMP2', 'HTT', 'RABGEF1', 'APP', 'HPS4', 'RAB3GAP1', 'ARHGDIA', 'YWHAE']	['RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome']
160	GO:BP	GO:0017158	regulation of calcium ion-dependent exocytosis	0.0006926308469688	True	"""Any process that modulates the frequency, rate or extent of calcium ion-dependent exocytosis."" [GOC:go_curators]"	42	142	5	15719	0.0352112676056338	0.119047619047619	query_1	['GO:0017156', 'GO:1903305']	['STXBP1', 'SYT1', 'RAB3A', 'STX1A', 'RAB3GAP1']	['RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome']
162	GO:BP	GO:0034498	early endosome to Golgi transport	0.0007340485572843	True	"""The directed movement of substances from early endosomes to the Golgi."" [GOC:rb]"	8	142	3	15719	0.0211267605633802	0.375	query_1	['GO:0042147', 'GO:0048193']	['RAB6A', 'RBSN', 'EHD3']	0	0
161	GO:BP	GO:0010807	regulation of synaptic vesicle priming	0.0007340485572843	True	"""Any process that modulates the frequency, rate or extent of synaptic vesicle priming. Synaptic vesicle priming is the formation of SNARE-containing complexes, bringing synaptic vesicle membrane and plasma membranes into close proximity and thereby facilitating membrane fusion."" [GOC:dph, GOC:kmv, GOC:tb, PMID:15489511]"	8	142	3	15719	0.0211267605633802	0.375	query_1	['GO:0016082', 'GO:0043254']	['STXBP1', 'RAB3A', 'STX1A']	0	0
91	GO:CC	GO:0099523	presynaptic cytosol	0.0007471885923278	True	"""The region of the cytosol consisting of all cytosol that is part of the presynapse."" [GOC:dos]"	13	141	3	16420	0.0212765957446808	0.2307692307692307	query_1	['GO:0098793', 'GO:0099522']	['STXBP1', 'GDI1', 'HTT']	0	0
164	GO:BP	GO:0051954	positive regulation of amine transport	0.0007592429852069	True	"""Any process that activates, maintains or increases the frequency, rate or extent of the directed movement of amines into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	43	142	5	15719	0.0352112676056338	0.1162790697674418	query_1	['GO:0015837', 'GO:0051050', 'GO:0051952']	['STXBP1', 'SYT1', 'PSEN1', 'STX1A', 'RAB3GAP1']	['RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome']
163	GO:BP	GO:0006509	membrane protein ectodomain proteolysis	0.0007592429852069	True	"""The proteolytic cleavage of transmembrane proteins and release of their ectodomain (extracellular domain)."" [GOC:jl, http://www.copewithcytokines.de/]"	43	142	5	15719	0.0352112676056338	0.1162790697674418	query_1	['GO:0033619']	['APH1A', 'PSEN1', 'BACE1', 'NCSTN', 'PSENEN']	0	0
92	GO:CC	GO:0005770	late endosome	0.0007653826698868	True	"""A prelysosomal endocytic organelle differentiated from early endosomes by lower lumenal pH and different protein composition. Late endosomes are more spherical than early endosomes and are mostly juxtanuclear, being concentrated near the microtubule organizing center."" [NIF_Subcellular:nlx_subcell_20090702, PMID:11964142, PMID:2557062]"	284	141	10	16420	0.0709219858156028	0.0352112676056338	query_1	['GO:0005768']	['OSBPL1A', 'RAB14', 'BACE1', 'NTRK1', 'RAB7A', 'RAB22A', 'MICALL1', 'TMEM9', 'HTT', 'RILP']	0	0
93	GO:CC	GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	0.0008643844369188	True	"""The continuous network of membranes encompassing the nuclear outer membrane and the endoplasmic reticulum membrane."" [GOC:bf, GOC:jl, GOC:mah, GOC:mcc, GOC:pr, GOC:vw]"	1111	141	22	16420	0.1560283687943262	0.0198019801980198	query_1	['GO:0012505', 'GO:0016020']	['RAB10', 'SORT1', 'PEX16', 'APH1A', 'ELOVL2', 'RAB6A', 'RAB14', 'PSEN1', 'RAB3GAP2', 'MTDH', 'KTN1', 'NAT8', 'ANKLE2', 'PSENEN', 'PTDSS1', 'PIGW', 'RAB18', 'SLC27A2', 'RAB1B', 'RHOG', 'RAB3GAP1', 'ABCD1']	['RAB3GAP2', 'PTDSS1', 'RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome', 'Lenz-Majewski hyperostotic dwarfism', 'Cataract-intellectual disability-hypogonadism syndrome']
57	REAC	REAC:R-HSA-3700989	Transcriptional Regulation by TP53	0.0008869448666966	True	Transcriptional Regulation by TP53	357	124	14	10022	0.1129032258064516	0.0392156862745098	query_1	['REAC:R-HSA-212436']	['AURKA', 'CHM', 'AGO2', 'MOV10', 'AGO1', 'TNRC6C', 'RABGGTB', 'TPX2', 'TNRC6B', 'AGO3', 'RABGGTA', 'TNRC6A', 'AGO4', 'YWHAE']	0	0
99	GO:CC	GO:0030678	mitochondrial ribonuclease P complex	0.0009020703436979	True	"""A ribonuclease P complex located in the mitochondrion of a eukaryotic cell, where it catalyzes the 5' endonucleolytic cleavage of precursor tRNAs to yield mature tRNAs. The subunit composition of mitochondrial ribonuclease P complexes varies between species. The complex contains a single RNA molecule and a single protein molecule in yeast (PMID:12045094), but comprises three proteins and lacks an RNA component in humans."" [GOC:mah, PMID:12045094, PMID:27187488]"	3	141	2	16420	0.0141843971631205	0.6666666666666666	query_1	['GO:0030677', 'GO:0098798']	['HSD17B10', 'TRMT10C']	0	0
98	GO:CC	GO:0020018	ciliary pocket membrane	0.0009020703436979	True	"""That part of the plasma membrane found in the ciliary pocket (also called flagellar pocket)."" [GOC:cilia, GOC:mb]"	3	141	2	16420	0.0141843971631205	0.6666666666666666	query_1	['GO:0020016', 'GO:0060170']	['EHD1', 'EHD3']	0	0
97	GO:CC	GO:0020016	ciliary pocket	0.0009020703436979	True	"""Invagination of the plasma membrane from which a cilium (also called flagellum) protrudes."" [GOC:cilia, GOC:mb]"	3	141	2	16420	0.0141843971631205	0.6666666666666666	query_1	['GO:0005929', 'GO:0110165']	['EHD1', 'EHD3']	0	0
96	GO:CC	GO:0070033	synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex	0.0009020703436979	True	"""A SNARE complex that contains synaptobrevin 2 (VAMP2), SNAP-25, syntaxin 1a, and complexin II (or orthologs thereof)."" [PMID:7553862]"	3	141	2	16420	0.0141843971631205	0.6666666666666666	query_1	['GO:0031201']	['STX1A', 'VAMP2']	0	0
95	GO:CC	GO:0060201	clathrin-sculpted acetylcholine transport vesicle membrane	0.0009020703436979	True	"""The lipid bilayer surrounding a clathrin-sculpted acetylcholine transport vesicle."" [GOC:dph]"	3	141	2	16420	0.0141843971631205	0.6666666666666666	query_1	['GO:0030658', 'GO:0030665', 'GO:0060200']	['SYT1', 'RAB3A']	0	0
94	GO:CC	GO:0060200	clathrin-sculpted acetylcholine transport vesicle	0.0009020703436979	True	"""A clathrin-sculpted lipid bilayer membrane-enclosed vesicle after clathrin release and containing acetylcholine."" [GOC:dph]"	3	141	2	16420	0.0141843971631205	0.6666666666666666	query_1	['GO:0030133', 'GO:0060198']	['SYT1', 'RAB3A']	0	0
100	GO:CC	GO:0098590	plasma membrane region	0.0009457870293638	True	"""A membrane that is a (regional) part of the plasma membrane."" [GOC:dos]"	1203	141	23	16420	0.1631205673758865	0.0191188694929343	query_1	['GO:0005886', 'GO:0016020']	['RAB8A', 'AURKA', 'STXBP1', 'SORT1', 'SNAP25', 'APH1A', 'SYT1', 'EHD1', 'PSEN1', 'NCSTN', 'MTDH', 'STX1A', 'BMX', 'PSENEN', 'RAB18', 'RAB35', 'SLC39A4', 'EHD3', 'EHD2', 'PEX19', 'SLC6A8', 'APP', 'SHROOM3']	0	0
59	REAC	REAC:R-HSA-205017	NFG and proNGF binds to p75NTR	0.0010200351363513	True	NFG and proNGF binds to p75NTR	2	124	2	10022	0.0161290322580645	1.0	query_1	['REAC:R-HSA-193704']	['NGF', 'NGFR']	0	0
58	REAC	REAC:R-HSA-187042	TRKA activation by NGF	0.0010200351363513	True	TRKA activation by NGF	2	124	2	10022	0.0161290322580645	1.0	query_1	['REAC:R-HSA-187015']	['NTRK1', 'NGF']	0	0
165	GO:BP	GO:0051246	regulation of protein metabolic process	0.0010262507610019	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	2396	142	40	15719	0.2816901408450704	0.01669449081803	query_1	['GO:0019538', 'GO:0051171', 'GO:0060255', 'GO:0080090']	['GGA3', 'AURKA', 'APH1A', 'AGO2', 'TARBP2', 'PSEN1', 'NTRK1', 'NCSTN', 'PAWR', 'RAB3GAP2', 'ANKLE2', 'PSENEN', 'ZFP36', 'NGF', 'RAB7A', 'RAB1A', 'MOV10', 'APH1B', 'MECP2', 'AGO1', 'TRMT10C', 'GGA1', 'IL24', 'TNRC6C', 'TMEM102', 'TMEM9', 'RAB1B', 'SIRT2', 'HTT', 'TPX2', 'RABGEF1', 'TNRC6B', 'APP', 'AGO3', 'NGFR', 'TNRC6A', 'RAB3GAP1', 'RILP', 'AGO4', 'YWHAE']	['RAB3GAP2', 'RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome', 'Cataract-intellectual disability-hypogonadism syndrome']
166	GO:BP	GO:1903018	regulation of glycoprotein metabolic process	0.001045255703332	True	"""Any process that modulates the frequency, rate or extent of glycoprotein metabolic process."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:23544079]"	46	142	5	15719	0.0352112676056338	0.108695652173913	query_1	['GO:0009100', 'GO:0051246']	['AGO2', 'NCSTN', 'PAWR', 'RAB1A', 'RAB1B']	0	0
168	GO:BP	GO:0046928	regulation of neurotransmitter secretion	0.0010680366768357	True	"""Any process that modulates the frequency, rate or extent of the regulated release of a neurotransmitter from a cell."" [GOC:ai]"	75	142	6	15719	0.0422535211267605	0.08	query_1	['GO:0001505', 'GO:0007269', 'GO:0050804', 'GO:0051588', 'GO:1903530']	['STXBP1', 'SYT1', 'RAB3A', 'STX1A', 'RAB5A', 'RAB3GAP1']	['RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome']
167	GO:BP	GO:1903020	positive regulation of glycoprotein metabolic process	0.0010680366768357	True	"""Any process that activates or increases the frequency, rate or extent of glycoprotein metabolic process."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:23544079]"	24	142	4	15719	0.028169014084507	0.1666666666666666	query_1	['GO:0009100', 'GO:0051247', 'GO:1903018']	['NCSTN', 'PAWR', 'RAB1A', 'RAB1B']	0	0
60	REAC	REAC:R-HSA-5339562	Uptake and actions of bacterial toxins	0.0010885741912831	True	Uptake and actions of bacterial toxins	23	124	4	10022	0.032258064516129	0.1739130434782608	query_1	['REAC:R-HSA-5663205']	['SNAP25', 'SYT1', 'STX1A', 'VAMP2']	0	0
61	REAC	REAC:R-HSA-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	0.0011663819873945	True	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	96	124	7	10022	0.0564516129032258	0.0729166666666666	query_1	['REAC:R-HSA-8878171']	['MOV10', 'AGO1', 'TNRC6C', 'TNRC6B', 'AGO3', 'TNRC6A', 'AGO4']	0	0
169	GO:BP	GO:1900151	regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	0.0012541255048632	True	"""Any process that modulates the frequency, rate or extent of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay."" [GOC:mcc, GOC:TermGenie]"	25	142	4	15719	0.028169014084507	0.16	query_1	['GO:0000288', 'GO:0006417', 'GO:0043488']	['AGO2', 'ZFP36', 'TNRC6C', 'TNRC6B']	0	0
170	GO:BP	GO:0048666	neuron development	0.0013002961299972	True	"""The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dph]"	1058	142	23	15719	0.1619718309859155	0.0217391304347826	query_1	['GO:0030182', 'GO:0048468']	['RAB10', 'RAB8A', 'AURKA', 'STXBP1', 'DICER1', 'GDI1', 'SNAP25', 'SYT1', 'RAB6A', 'EHD1', 'PSEN1', 'NTRK1', 'RAB3A', 'RAB13', 'NGF', 'MOV10', 'MECP2', 'RAB35', 'RHOH', 'MICALL1', 'RHOG', 'APP', 'NGFR']	0	0
171	GO:BP	GO:0046903	secretion	0.0013002961299972	True	"""The controlled release of a substance by a cell or a tissue."" [GOC:ai]"	915	142	21	15719	0.1478873239436619	0.0229508196721311	query_1	['GO:0006810']	['RAB10', 'PPFIA3', 'RAB8A', 'STXBP1', 'SNAP25', 'SYT1', 'PSEN1', 'RAB8B', 'RAB3A', 'RAB13', 'STX1A', 'RAB5A', 'RAB7A', 'RAB1A', 'RAB3IP', 'MECP2', 'RAB31', 'VAMP2', 'RAB3IL1', 'RABGEF1', 'RAB3GAP1']	['RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome']
62	REAC	REAC:R-HSA-193697	p75NTR regulates axonogenesis	0.0013319313725139	True	p75NTR regulates axonogenesis	10	124	3	10022	0.0241935483870967	0.3	query_1	['REAC:R-HSA-193704']	['NGF', 'NGFR', 'ARHGDIA']	0	0
173	GO:BP	GO:0016557	peroxisome membrane biogenesis	0.0014251396950631	True	"""The process in which a peroxisome membrane is synthesized, aggregates, and bonds together."" [GOC:mah]"	2	142	2	15719	0.0140845070422535	1.0	query_1	['GO:0007031', 'GO:0044091']	['PEX16', 'PEX19']	0	0
172	GO:BP	GO:0051563	smooth endoplasmic reticulum calcium ion homeostasis	0.0014251396950631	True	"""Any process involved in the maintenance of an internal steady state of calcium ions within the smooth endoplasmic reticulum of a cell or between the smooth endoplasmic reticulum and its surroundings."" [GOC:ai, GOC:mah]"	2	142	2	15719	0.0140845070422535	1.0	query_1	['GO:0032469']	['PSEN1', 'APP']	0	0
