Representing term id	Representing term name	Representing term rank	cluster_1 term id	cluster_1 term name	cluster_1 term rank	cluster_2 term id	cluster_2 term name	cluster_2 term rank	cluster_3 term id	cluster_3 term name	cluster_3 term rank	cluster_4 term id	cluster_4 term name	cluster_4 term rank	cluster_5 term id	cluster_5 term name	cluster_5 term rank	cluster_6 term id	cluster_6 term name	cluster_6 term rank
									GO:0032373	positive regulation of sterol transport	714									
									GO:0033344	cholesterol efflux	746									
									GO:0019915	lipid storage	1506	GO:0019915	lipid storage	800	GO:0019915	lipid storage	1494			
									GO:1905953	negative regulation of lipid localization	1065	GO:1905953	negative regulation of lipid localization	805	GO:1905953	negative regulation of lipid localization	1551			
									GO:0032374	regulation of cholesterol transport	828									
									GO:0032371	regulation of sterol transport	829									
									GO:0010887	negative regulation of cholesterol storage	857									
									GO:1905952	regulation of lipid localization	1226	GO:1905952	regulation of lipid localization	912	GO:1905952	regulation of lipid localization	1237			
									GO:0010745	negative regulation of macrophage derived foam cell differentiation	954									
									GO:0032368	regulation of lipid transport	1046				GO:0032368	regulation of lipid transport	1670			
									GO:0010885	regulation of cholesterol storage	1096									
									GO:0010878	cholesterol storage	1144									
									GO:1905954	positive regulation of lipid localization	1485	GO:1905954	positive regulation of lipid localization	1148						
									GO:0010888	negative regulation of lipid storage	1195	GO:0010888	negative regulation of lipid storage	1156						
									GO:0030301	cholesterol transport	1228									
									GO:0032370	positive regulation of lipid transport	1257									
									GO:0015918	sterol transport	1364									
									GO:0032369	negative regulation of lipid transport	1412				GO:0032369	negative regulation of lipid transport	1527			
									GO:0061365	positive regulation of triglyceride lipase activity	1840									
GO:0032200	telomere organization	9
			GO:0032200	telomere organization	9	GO:0032200	telomere organization	595												
GO:0044770	cell cycle phase transition	9
			GO:0044770	cell cycle phase transition	31	GO:0044770	cell cycle phase transition	9	GO:0044770	cell cycle phase transition	95	GO:0044770	cell cycle phase transition	1063						
			GO:0044843	cell cycle G1/S phase transition	149	GO:0044843	cell cycle G1/S phase transition	16	GO:0044843	cell cycle G1/S phase transition	82	GO:0044843	cell cycle G1/S phase transition	867						
			GO:1901987	regulation of cell cycle phase transition	29	GO:1901987	regulation of cell cycle phase transition	58	GO:1901987	regulation of cell cycle phase transition	153	GO:1901987	regulation of cell cycle phase transition	972						
			GO:1901988	negative regulation of cell cycle phase transition	54	GO:1901988	negative regulation of cell cycle phase transition	140	GO:1901988	negative regulation of cell cycle phase transition	715									
			GO:1902806	regulation of cell cycle G1/S phase transition	186	GO:1902806	regulation of cell cycle G1/S phase transition	68	GO:1902806	regulation of cell cycle G1/S phase transition	125	GO:1902806	regulation of cell cycle G1/S phase transition	1021						
			GO:1902749	regulation of cell cycle G2/M phase transition	101	GO:1902749	regulation of cell cycle G2/M phase transition	180	GO:1902749	regulation of cell cycle G2/M phase transition	603	GO:1902749	regulation of cell cycle G2/M phase transition	1169						
			GO:1901989	positive regulation of cell cycle phase transition	224	GO:1901989	positive regulation of cell cycle phase transition	103	GO:1901989	positive regulation of cell cycle phase transition	342	GO:1901989	positive regulation of cell cycle phase transition	1190						
			GO:0044839	cell cycle G2/M phase transition	137	GO:0044839	cell cycle G2/M phase transition	133	GO:0044839	cell cycle G2/M phase transition	626									
			GO:1902807	negative regulation of cell cycle G1/S phase transition	286	GO:1902807	negative regulation of cell cycle G1/S phase transition	174	GO:1902807	negative regulation of cell cycle G1/S phase transition	381									
			GO:1902750	negative regulation of cell cycle G2/M phase transition	189	GO:1902750	negative regulation of cell cycle G2/M phase transition	819												
			GO:1902808	positive regulation of cell cycle G1/S phase transition	278	GO:1902808	positive regulation of cell cycle G1/S phase transition	206	GO:1902808	positive regulation of cell cycle G1/S phase transition	635									
			GO:1902751	positive regulation of cell cycle G2/M phase transition	398	GO:1902751	positive regulation of cell cycle G2/M phase transition	271	GO:1902751	positive regulation of cell cycle G2/M phase transition	632									
						GO:1902099	regulation of metaphase/anaphase transition of cell cycle	544	GO:1902099	regulation of metaphase/anaphase transition of cell cycle	1372									
						GO:0044784	metaphase/anaphase transition of cell cycle	562	GO:0044784	metaphase/anaphase transition of cell cycle	1152									
						GO:1902101	positive regulation of metaphase/anaphase transition of cell cycle	586												
						GO:0044771	meiotic cell cycle phase transition	869												
GO:0019438	aromatic compound biosynthetic process	9
			GO:0019438	aromatic compound biosynthetic process	125	GO:0019438	aromatic compound biosynthetic process	51	GO:0019438	aromatic compound biosynthetic process	9	GO:0019438	aromatic compound biosynthetic process	262						
												GO:0009113	purine nucleobase biosynthetic process	930						
GO:0023052	signaling	9
						GO:0023052	signaling	753	GO:0023052	signaling	145	GO:0023052	signaling	60	GO:0023052	signaling	9			
						GO:0007165	signal transduction	1082	GO:0007165	signal transduction	149	GO:0007165	signal transduction	54	GO:0007165	signal transduction	11			
												GO:0002757	immune response-activating signaling pathway	21	GO:0002757	immune response-activating signaling pathway	231			
												GO:0002764	immune response-regulating signaling pathway	28	GO:0002764	immune response-regulating signaling pathway	224			
						GO:0009966	regulation of signal transduction	447	GO:0009966	regulation of signal transduction	142	GO:0009966	regulation of signal transduction	29	GO:0009966	regulation of signal transduction	54			
									GO:0009967	positive regulation of signal transduction	240	GO:0009967	positive regulation of signal transduction	40	GO:0009967	positive regulation of signal transduction	55			
						GO:0023051	regulation of signaling	421	GO:0023051	regulation of signaling	136	GO:0023051	regulation of signaling	44	GO:0023051	regulation of signaling	61			
									GO:0023056	positive regulation of signaling	275	GO:0023056	positive regulation of signaling	52	GO:0023056	positive regulation of signaling	46			
									GO:0050804	modulation of chemical synaptic transmission	1621				GO:0050804	modulation of chemical synaptic transmission	836	GO:0050804	modulation of chemical synaptic transmission	67
									GO:0048167	regulation of synaptic plasticity	1015				GO:0048167	regulation of synaptic plasticity	941	GO:0048167	regulation of synaptic plasticity	68
									GO:0099177	regulation of trans-synaptic signaling	1623				GO:0099177	regulation of trans-synaptic signaling	842	GO:0099177	regulation of trans-synaptic signaling	71
			GO:0097190	apoptotic signaling pathway	245	GO:0097190	apoptotic signaling pathway	300	GO:0097190	apoptotic signaling pathway	349	GO:0097190	apoptotic signaling pathway	80	GO:0097190	apoptotic signaling pathway	605			
															GO:0050806	positive regulation of synaptic transmission	645	GO:0050806	positive regulation of synaptic transmission	87
															GO:0098916	anterograde trans-synaptic signaling	1362	GO:0098916	anterograde trans-synaptic signaling	104
															GO:0007268	chemical synaptic transmission	1363	GO:0007268	chemical synaptic transmission	105
															GO:0099537	trans-synaptic signaling	1391	GO:0099537	trans-synaptic signaling	107
															GO:0099536	synaptic signaling	1242	GO:0099536	synaptic signaling	112
															GO:0048168	regulation of neuronal synaptic plasticity	847	GO:0048168	regulation of neuronal synaptic plasticity	116
			GO:2001233	regulation of apoptotic signaling pathway	502	GO:2001233	regulation of apoptotic signaling pathway	650	GO:2001233	regulation of apoptotic signaling pathway	789	GO:2001233	regulation of apoptotic signaling pathway	141	GO:2001233	regulation of apoptotic signaling pathway	660			
						GO:0030522	intracellular receptor signaling pathway	337	GO:0030522	intracellular receptor signaling pathway	144	GO:0030522	intracellular receptor signaling pathway	283						
						GO:0009755	hormone-mediated signaling pathway	603	GO:0009755	hormone-mediated signaling pathway	150									
												GO:2001235	positive regulation of apoptotic signaling pathway	154	GO:2001235	positive regulation of apoptotic signaling pathway	1628			
																		GO:0048172	regulation of short-term neuronal synaptic plasticity	182
												GO:0001836	release of cytochrome c from mitochondria	191						
						GO:0009968	negative regulation of signal transduction	394	GO:0009968	negative regulation of signal transduction	200	GO:0009968	negative regulation of signal transduction	302	GO:0009968	negative regulation of signal transduction	447			
						GO:0090287	regulation of cellular response to growth factor stimulus	286	GO:0090287	regulation of cellular response to growth factor stimulus	201				GO:0090287	regulation of cellular response to growth factor stimulus	432			
						GO:0010648	negative regulation of cell communication	406	GO:0010648	negative regulation of cell communication	202	GO:0010648	negative regulation of cell communication	317	GO:0010648	negative regulation of cell communication	430			
						GO:0023057	negative regulation of signaling	409	GO:0023057	negative regulation of signaling	203	GO:0023057	negative regulation of signaling	318	GO:0023057	negative regulation of signaling	431			
																		GO:0051966	regulation of synaptic transmission, glutamatergic	210
						GO:0043401	steroid hormone mediated signaling pathway	408	GO:0043401	steroid hormone mediated signaling pathway	218									
			GO:0198738	cell-cell signaling by wnt	390	GO:0198738	cell-cell signaling by wnt	536	GO:0198738	cell-cell signaling by wnt	224				GO:0198738	cell-cell signaling by wnt	603			
												GO:0090199	regulation of release of cytochrome c from mitochondria	228						
																		GO:0023061	signal release	230
												GO:0048169	regulation of long-term neuronal synaptic plasticity	1178	GO:0048169	regulation of long-term neuronal synaptic plasticity	1290	GO:0048169	regulation of long-term neuronal synaptic plasticity	231
									GO:0060291	long-term synaptic potentiation	1930				GO:0060291	long-term synaptic potentiation	873	GO:0060291	long-term synaptic potentiation	233
						GO:0007267	cell-cell signaling	612	GO:0007267	cell-cell signaling	416				GO:0007267	cell-cell signaling	238			
												GO:0035872	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	240						
																		GO:0035249	synaptic transmission, glutamatergic	249
												GO:0090200	positive regulation of release of cytochrome c from mitochondria	257						
			GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	609	GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	336	GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	261									
			GO:0030518	intracellular steroid hormone receptor signaling pathway	646	GO:0030518	intracellular steroid hormone receptor signaling pathway	370	GO:0030518	intracellular steroid hormone receptor signaling pathway	263									
															GO:0051968	positive regulation of synaptic transmission, glutamatergic	1257	GO:0051968	positive regulation of synaptic transmission, glutamatergic	271
																		GO:0099171	presynaptic modulation of chemical synaptic transmission	274
																		GO:0098814	spontaneous synaptic transmission	303
			GO:0030521	androgen receptor signaling pathway	622	GO:0030521	androgen receptor signaling pathway	339	GO:0030521	androgen receptor signaling pathway	355									
			GO:2001234	negative regulation of apoptotic signaling pathway	555	GO:2001234	negative regulation of apoptotic signaling pathway	573	GO:2001234	negative regulation of apoptotic signaling pathway	615	GO:2001234	negative regulation of apoptotic signaling pathway	340	GO:2001234	negative regulation of apoptotic signaling pathway	683			
						GO:0060765	regulation of androgen receptor signaling pathway	342	GO:0060765	regulation of androgen receptor signaling pathway	367									
												GO:0032495	response to muramyl dipeptide	427						
						GO:0030520	intracellular estrogen receptor signaling pathway	712	GO:0030520	intracellular estrogen receptor signaling pathway	465									
															GO:0086100	endothelin receptor signaling pathway	486			
									GO:0048384	retinoic acid receptor signaling pathway	666									
									GO:0060379	cardiac muscle cell myoblast differentiation	671									
						GO:0044321	response to leptin	680	GO:0044321	response to leptin	1219									
						GO:0033146	regulation of intracellular estrogen receptor signaling pathway	855	GO:0033146	regulation of intracellular estrogen receptor signaling pathway	690									
						GO:0033144	negative regulation of intracellular steroid hormone receptor signaling pathway	865	GO:0033144	negative regulation of intracellular steroid hormone receptor signaling pathway	702									
									GO:0035357	peroxisome proliferator activated receptor signaling pathway	705									
									GO:0032104	regulation of response to extracellular stimulus	812									
									GO:0032107	regulation of response to nutrient levels	814									
												GO:0090201	negative regulation of release of cytochrome c from mitochondria	822						
															GO:0035728	response to hepatocyte growth factor	872			
									GO:0060020	Bergmann glial cell differentiation	1285				GO:0060020	Bergmann glial cell differentiation	886			
						GO:0033148	positive regulation of intracellular estrogen receptor signaling pathway	901	GO:0033148	positive regulation of intracellular estrogen receptor signaling pathway	1332									
									GO:0070561	vitamin D receptor signaling pathway	905									
												GO:0060068	vagina development	932						
						GO:0033145	positive regulation of intracellular steroid hormone receptor signaling pathway	942	GO:0033145	positive regulation of intracellular steroid hormone receptor signaling pathway	1387									
									GO:0010469	regulation of signaling receptor activity	1163				GO:0010469	regulation of signaling receptor activity	993			
						GO:0044320	cellular response to leptin stimulus	1073	GO:0044320	cellular response to leptin stimulus	1555									
															GO:0045987	positive regulation of smooth muscle contraction	1125			
															GO:0046887	positive regulation of hormone secretion	1129			
															GO:0098976	excitatory chemical synaptic transmission	1167			
												GO:0048143	astrocyte activation	1180						
									GO:2000273	positive regulation of signaling receptor activity	1736				GO:2000273	positive regulation of signaling receptor activity	1184			
															GO:1900115	extracellular regulation of signal transduction	1228			
															GO:1900116	extracellular negative regulation of signal transduction	1236			
									GO:0002053	positive regulation of mesenchymal cell proliferation	1275				GO:0002053	positive regulation of mesenchymal cell proliferation	1375			
															GO:1900273	positive regulation of long-term synaptic potentiation	1326			
									GO:0090288	negative regulation of cellular response to growth factor stimulus	1392				GO:0090288	negative regulation of cellular response to growth factor stimulus	1429			
															GO:0086103	G protein-coupled receptor signaling pathway involved in heart process	1503			
															GO:0032230	positive regulation of synaptic transmission, GABAergic	1507			
															GO:0046883	regulation of hormone secretion	1588			
															GO:0035729	cellular response to hepatocyte growth factor stimulus	1606			
															GO:0046879	hormone secretion	1641			
									GO:2000272	negative regulation of signaling receptor activity	1772									
									GO:0021940	positive regulation of cerebellar granule cell precursor proliferation	1836									
									GO:1900272	negative regulation of long-term synaptic potentiation	1885									
									GO:0038183	bile acid signaling pathway	1895									
									GO:0033147	negative regulation of intracellular estrogen receptor signaling pathway	1990									
GO:0051276	chromosome organization	10
			GO:0051276	chromosome organization	10	GO:0051276	chromosome organization	154	GO:0051276	chromosome organization	1007									
			GO:0033044	regulation of chromosome organization	40	GO:0033044	regulation of chromosome organization	177	GO:0033044	regulation of chromosome organization	820									
			GO:2001251	negative regulation of chromosome organization	58	GO:2001251	negative regulation of chromosome organization	1105												
			GO:2001252	positive regulation of chromosome organization	64	GO:2001252	positive regulation of chromosome organization	364												
			GO:0032508	DNA duplex unwinding	68	GO:0032508	DNA duplex unwinding	443												
			GO:0071103	DNA conformation change	71	GO:0071103	DNA conformation change	504												
			GO:0032392	DNA geometric change	74	GO:0032392	DNA geometric change	461												
			GO:0070192	chromosome organization involved in meiotic cell cycle	290															
			GO:0007063	regulation of sister chromatid cohesion	326	GO:0007063	regulation of sister chromatid cohesion	1076												
			GO:0007062	sister chromatid cohesion	357															
			GO:0033045	regulation of sister chromatid segregation	621	GO:0033045	regulation of sister chromatid segregation	435	GO:0033045	regulation of sister chromatid segregation	1005									
			GO:0007129	homologous chromosome pairing at meiosis	662	GO:0007129	homologous chromosome pairing at meiosis	1102												
						GO:0010965	regulation of mitotic sister chromatid separation	786												
						GO:0051306	mitotic sister chromatid separation	823												
						GO:0070601	centromeric sister chromatid cohesion	903												
						GO:0000819	sister chromatid segregation	952	GO:0000819	sister chromatid segregation	1962									
GO:0007049	cell cycle	10
			GO:0007049	cell cycle	20	GO:0007049	cell cycle	10	GO:0007049	cell cycle	123	GO:0007049	cell cycle	704						
			GO:0000278	mitotic cell cycle	42	GO:0000278	mitotic cell cycle	11	GO:0000278	mitotic cell cycle	114	GO:0000278	mitotic cell cycle	982						
			GO:0051726	regulation of cell cycle	44	GO:0051726	regulation of cell cycle	14	GO:0051726	regulation of cell cycle	86	GO:0051726	regulation of cell cycle	626						
			GO:1903047	mitotic cell cycle process	43	GO:1903047	mitotic cell cycle process	15	GO:1903047	mitotic cell cycle process	120	GO:1903047	mitotic cell cycle process	885						
			GO:0022402	cell cycle process	16	GO:0022402	cell cycle process	26	GO:0022402	cell cycle process	172									
			GO:0010564	regulation of cell cycle process	30	GO:0010564	regulation of cell cycle process	72	GO:0010564	regulation of cell cycle process	192									
			GO:0010948	negative regulation of cell cycle process	47	GO:0010948	negative regulation of cell cycle process	161	GO:0010948	negative regulation of cell cycle process	676									
			GO:0045786	negative regulation of cell cycle	50	GO:0045786	negative regulation of cell cycle	116	GO:0045786	negative regulation of cell cycle	339									
			GO:0007346	regulation of mitotic cell cycle	51	GO:0007346	regulation of mitotic cell cycle	53	GO:0007346	regulation of mitotic cell cycle	111	GO:0007346	regulation of mitotic cell cycle	1098						
			GO:0051321	meiotic cell cycle	96	GO:0051321	meiotic cell cycle	710												
			GO:0045930	negative regulation of mitotic cell cycle	100	GO:0045930	negative regulation of mitotic cell cycle	181	GO:0045930	negative regulation of mitotic cell cycle	607									
			GO:0045931	positive regulation of mitotic cell cycle	209	GO:0045931	positive regulation of mitotic cell cycle	118	GO:0045931	positive regulation of mitotic cell cycle	321									
			GO:0045787	positive regulation of cell cycle	223	GO:0045787	positive regulation of cell cycle	129	GO:0045787	positive regulation of cell cycle	472									
			GO:1903046	meiotic cell cycle process	143	GO:1903046	meiotic cell cycle process	834												
			GO:0090068	positive regulation of cell cycle process	222	GO:0090068	positive regulation of cell cycle process	151	GO:0090068	positive regulation of cell cycle process	701									
			GO:0061982	meiosis I cell cycle process	162	GO:0061982	meiosis I cell cycle process	727												
			GO:0007127	meiosis I	183	GO:0007127	meiosis I	702												
			GO:0140013	meiotic nuclear division	195	GO:0140013	meiotic nuclear division	749												
			GO:0000280	nuclear division	221	GO:0000280	nuclear division	436												
			GO:0007059	chromosome segregation	241	GO:0007059	chromosome segregation	626	GO:0007059	chromosome segregation	1169									
			GO:0051298	centrosome duplication	271				GO:0051298	centrosome duplication	1140									
			GO:0007099	centriole replication	277				GO:0007099	centriole replication	994									
			GO:0007098	centrosome cycle	296				GO:0007098	centrosome cycle	1255									
			GO:0045132	meiotic chromosome segregation	310	GO:0045132	meiotic chromosome segregation	1109												
			GO:0098813	nuclear chromosome segregation	350	GO:0098813	nuclear chromosome segregation	521												
			GO:0046599	regulation of centriole replication	355				GO:0046599	regulation of centriole replication	936									
			GO:0010824	regulation of centrosome duplication	393				GO:0010824	regulation of centrosome duplication	1081									
			GO:0046605	regulation of centrosome cycle	414				GO:0046605	regulation of centrosome cycle	1171									
			GO:0050000	chromosome localization	446	GO:0050000	chromosome localization	1051												
			GO:0045143	homologous chromosome segregation	455															
						GO:0051984	positive regulation of chromosome segregation	470												
						GO:0051983	regulation of chromosome segregation	529	GO:0051983	regulation of chromosome segregation	1210									
			GO:0007051	spindle organization	569				GO:0007051	spindle organization	1704									
						GO:0070314	G1 to G0 transition	632												
						GO:0008608	attachment of spindle microtubules to kinetochore	638												
			GO:0007140	male meiotic nuclear division	661															
			GO:1902850	microtubule cytoskeleton organization involved in mitosis	689															
			GO:0007143	female meiotic nuclear division	691	GO:0007143	female meiotic nuclear division	811												
									GO:0045023	G0 to G1 transition	755									
						GO:1905820	positive regulation of chromosome separation	793												
						GO:0051987	positive regulation of attachment of spindle microtubules to kinetochore	870	GO:0051987	positive regulation of attachment of spindle microtubules to kinetochore	1893									
						GO:0007144	female meiosis I	904												
						GO:0007088	regulation of mitotic nuclear division	915												
									GO:0070316	regulation of G0 to G1 transition	923									
						GO:1905818	regulation of chromosome separation	926												
						GO:0032467	positive regulation of cytokinesis	959												
						GO:0051304	chromosome separation	991												
						GO:0045840	positive regulation of mitotic nuclear division	1011							GO:0045840	positive regulation of mitotic nuclear division	1535			
						GO:0051988	regulation of attachment of spindle microtubules to kinetochore	1075												
						GO:0051783	regulation of nuclear division	1088												
									GO:0010826	negative regulation of centrosome duplication	1331									
									GO:0046606	negative regulation of centrosome cycle	1337									
GO:0018130	heterocycle biosynthetic process	10
			GO:0018130	heterocycle biosynthetic process	122	GO:0018130	heterocycle biosynthetic process	49	GO:0018130	heterocycle biosynthetic process	10	GO:0018130	heterocycle biosynthetic process	261						
												GO:0046112	nucleobase biosynthetic process	1113						
GO:0007154	cell communication	10
						GO:0007154	cell communication	642	GO:0007154	cell communication	155	GO:0007154	cell communication	58	GO:0007154	cell communication	10	GO:0007154	cell communication	277
						GO:0010646	regulation of cell communication	428	GO:0010646	regulation of cell communication	131	GO:0010646	regulation of cell communication	45	GO:0010646	regulation of cell communication	63			
									GO:0010647	positive regulation of cell communication	259	GO:0010647	positive regulation of cell communication	53	GO:0010647	positive regulation of cell communication	47			
									GO:0031670	cellular response to nutrient	477									
															GO:0010863	positive regulation of phospholipase C activity	488			
						GO:0031668	cellular response to extracellular stimulus	500	GO:0031668	cellular response to extracellular stimulus	716									
															GO:1900274	regulation of phospholipase C activity	512			
						GO:0031669	cellular response to nutrient levels	557	GO:0031669	cellular response to nutrient levels	710									
						GO:1905564	positive regulation of vascular endothelial cell proliferation	1079	GO:1905564	positive regulation of vascular endothelial cell proliferation	1556									
									GO:0071295	cellular response to vitamin	1079									
									GO:0071305	cellular response to vitamin D	1197									
									GO:0101023	vascular endothelial cell proliferation	1321				GO:0101023	vascular endothelial cell proliferation	1437			
									GO:1905562	regulation of vascular endothelial cell proliferation	1322				GO:1905562	regulation of vascular endothelial cell proliferation	1435			
															GO:0007202	activation of phospholipase C activity	1530			
GO:0071702	organic substance transport	10
												GO:0071702	organic substance transport	1078	GO:0071702	organic substance transport	665	GO:0071702	organic substance transport	10
															GO:0010827	regulation of glucose transmembrane transport	640			
															GO:0010828	positive regulation of glucose transmembrane transport	736			
															GO:1904659	glucose transmembrane transport	883			
															GO:0008645	hexose transmembrane transport	915			
															GO:0015749	monosaccharide transmembrane transport	947			
															GO:0046326	positive regulation of glucose import	994			
															GO:0034219	carbohydrate transmembrane transport	1046			
												GO:0032891	negative regulation of organic acid transport	1192						
															GO:0008643	carbohydrate transport	1246			
															GO:0046324	regulation of glucose import	1341			
															GO:0046323	glucose import	1646			
GO:0090304	nucleic acid metabolic process	11
			GO:0090304	nucleic acid metabolic process	11	GO:0090304	nucleic acid metabolic process	20	GO:0090304	nucleic acid metabolic process	26	GO:0090304	nucleic acid metabolic process	363						
			GO:0016070	RNA metabolic process	418	GO:0016070	RNA metabolic process	75	GO:0016070	RNA metabolic process	19	GO:0016070	RNA metabolic process	469						
			GO:0090305	nucleic acid phosphodiester bond hydrolysis	118															
			GO:0006401	RNA catabolic process	394													GO:0006401	RNA catabolic process	178
			GO:0034660	ncRNA metabolic process	568	GO:0034660	ncRNA metabolic process	498	GO:0034660	ncRNA metabolic process	184									
																		GO:0090646	mitochondrial tRNA processing	270
			GO:0031118	rRNA pseudouridine synthesis	279															
																		GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	293
			GO:0001522	pseudouridine synthesis	306															
			GO:0000154	rRNA modification	412															
			GO:0090501	RNA phosphodiester bond hydrolysis	523															
			GO:0016073	snRNA metabolic process	563															
			GO:0016072	rRNA metabolic process	614				GO:0016072	rRNA metabolic process	940									
			GO:0034470	ncRNA processing	670															
			GO:0031126	sno(s)RNA 3'-end processing	705															
									GO:0016071	mRNA metabolic process	1049									
									GO:0006399	tRNA metabolic process	1807									
									GO:0008380	RNA splicing	2004									
GO:1901362	organic cyclic compound biosynthetic process	12
			GO:1901362	organic cyclic compound biosynthetic process	141	GO:1901362	organic cyclic compound biosynthetic process	56	GO:1901362	organic cyclic compound biosynthetic process	12	GO:1901362	organic cyclic compound biosynthetic process	287						
																		GO:0006699	bile acid biosynthetic process	184
												GO:0042368	vitamin D biosynthetic process	904						
									GO:0006694	steroid biosynthetic process	1768									
GO:0048584	positive regulation of response to stimulus	12
			GO:0048584	positive regulation of response to stimulus	581	GO:0048584	positive regulation of response to stimulus	954	GO:0048584	positive regulation of response to stimulus	340	GO:0048584	positive regulation of response to stimulus	12	GO:0048584	positive regulation of response to stimulus	26			
												GO:0002253	activation of immune response	24	GO:0002253	activation of immune response	245			
												GO:0050778	positive regulation of immune response	27	GO:0050778	positive regulation of immune response	277			
												GO:0032103	positive regulation of response to external stimulus	30	GO:0032103	positive regulation of response to external stimulus	254			
												GO:0060760	positive regulation of response to cytokine stimulus	325						
												GO:0002821	positive regulation of adaptive immune response	435						
												GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	509						
												GO:0002708	positive regulation of lymphocyte mediated immunity	523	GO:0002708	positive regulation of lymphocyte mediated immunity	1417			
												GO:0002711	positive regulation of T cell mediated immunity	539						
			GO:0002891	positive regulation of immunoglobulin mediated immune response	591															
			GO:0002714	positive regulation of B cell mediated immunity	592															
									GO:1900078	positive regulation of cellular response to insulin stimulus	1819				GO:1900078	positive regulation of cellular response to insulin stimulus	1078			
												GO:0002922	positive regulation of humoral immune response	1163						
GO:0042325	regulation of phosphorylation	12
			GO:0042325	regulation of phosphorylation	467	GO:0042325	regulation of phosphorylation	182	GO:0042325	regulation of phosphorylation	303	GO:0042325	regulation of phosphorylation	276	GO:0042325	regulation of phosphorylation	12			
			GO:0042327	positive regulation of phosphorylation	652	GO:0042327	positive regulation of phosphorylation	674	GO:0042327	positive regulation of phosphorylation	960	GO:0042327	positive regulation of phosphorylation	385	GO:0042327	positive regulation of phosphorylation	17			
			GO:0033674	positive regulation of kinase activity	539	GO:0033674	positive regulation of kinase activity	658	GO:0033674	positive regulation of kinase activity	1233	GO:0033674	positive regulation of kinase activity	581	GO:0033674	positive regulation of kinase activity	88			
			GO:0043549	regulation of kinase activity	473	GO:0043549	regulation of kinase activity	149	GO:0043549	regulation of kinase activity	237	GO:0043549	regulation of kinase activity	387	GO:0043549	regulation of kinase activity	91			
															GO:0043551	regulation of phosphatidylinositol 3-kinase activity	253			
									GO:0043550	regulation of lipid kinase activity	1564				GO:0043550	regulation of lipid kinase activity	273			
						GO:0033673	negative regulation of kinase activity	704	GO:0033673	negative regulation of kinase activity	693	GO:0033673	negative regulation of kinase activity	1134						
									GO:0042326	negative regulation of phosphorylation	1159	GO:0042326	negative regulation of phosphorylation	1086	GO:0042326	negative regulation of phosphorylation	1063			
GO:0002376	immune system process	13
						GO:0002376	immune system process	1098	GO:0002376	immune system process	1131	GO:0002376	immune system process	13	GO:0002376	immune system process	71			
												GO:0006955	immune response	18	GO:0006955	immune response	235			
									GO:0002684	positive regulation of immune system process	1282	GO:0002684	positive regulation of immune system process	23	GO:0002684	positive regulation of immune system process	104			
												GO:0050776	regulation of immune response	37	GO:0050776	regulation of immune response	219			
									GO:0002682	regulation of immune system process	852	GO:0002682	regulation of immune system process	46	GO:0002682	regulation of immune system process	70			
			GO:0002200	somatic diversification of immune receptors	106															
												GO:0019882	antigen processing and presentation	877				GO:0019882	antigen processing and presentation	108
			GO:0016445	somatic diversification of immunoglobulins	120															
			GO:0002520	immune system development	135	GO:0002520	immune system development	789	GO:0002520	immune system development	1261	GO:0002520	immune system development	532	GO:0002520	immune system development	614			
			GO:0002377	immunoglobulin production	166															
						GO:0042110	T cell activation	732	GO:0042110	T cell activation	445	GO:0042110	T cell activation	266	GO:0042110	T cell activation	174			
			GO:0045321	leukocyte activation	664	GO:0045321	leukocyte activation	836	GO:0045321	leukocyte activation	479	GO:0045321	leukocyte activation	210	GO:0045321	leukocyte activation	178			
			GO:0046649	lymphocyte activation	490	GO:0046649	lymphocyte activation	691	GO:0046649	lymphocyte activation	421	GO:0046649	lymphocyte activation	214	GO:0046649	lymphocyte activation	181			
			GO:0002381	immunoglobulin production involved in immunoglobulin-mediated immune response	216															
									GO:0050863	regulation of T cell activation	1117	GO:0050863	regulation of T cell activation	345	GO:0050863	regulation of T cell activation	223			
									GO:0051251	positive regulation of lymphocyte activation	1296	GO:0051251	positive regulation of lymphocyte activation	230	GO:0051251	positive regulation of lymphocyte activation	363			
									GO:0002696	positive regulation of leukocyte activation	1514	GO:0002696	positive regulation of leukocyte activation	234	GO:0002696	positive regulation of leukocyte activation	375			
			GO:0016446	somatic hypermutation of immunoglobulin genes	244															
			GO:0002566	somatic diversification of immune receptors via somatic mutation	251															
			GO:0002440	production of molecular mediator of immune response	253							GO:0002440	production of molecular mediator of immune response	330						
									GO:0051249	regulation of lymphocyte activation	1524	GO:0051249	regulation of lymphocyte activation	255	GO:0051249	regulation of lymphocyte activation	302			
			GO:0002312	B cell activation involved in immune response	268															
									GO:0002694	regulation of leukocyte activation	1703	GO:0002694	regulation of leukocyte activation	270	GO:0002694	regulation of leukocyte activation	335			
												GO:0002260	lymphocyte homeostasis	275						
			GO:0042113	B cell activation	302				GO:0042113	B cell activation	1419	GO:0042113	B cell activation	399	GO:0042113	B cell activation	679			
